#OK
#SQL= select p.* from MDR1..FOFParticles f, MDR1..particles p where f.fofParticleId like '85004039737_%' and f.particleId = p.particleId order by f.fofParticleId asc
#MAXROWS UNLIMITED
#QUERYTIMEOUT 2400 sec
#DATE 2014-05-27 11:23:45.763 CEST
#QUERYTIME 77 millisec
#COLUMN 1 name=particleId JDBC_TYPE=-5 JDBC_TYPENAME=bigint
#COLUMN 2 name=snapnum JDBC_TYPE=5 JDBC_TYPENAME=smallint
#COLUMN 3 name=x JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 4 name=y JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 5 name=z JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 6 name=vx JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 7 name=vy JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 8 name=vz JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 9 name=phkey JDBC_TYPE=4 JDBC_TYPENAME=int
particleId,snapnum,x,y,z,vx,vy,vz,phkey
857822235089,85,336.0381,465.5649,911.2638,-302.2539,-35.2649,-165.1271,994233367
857822235090,85,336.204,465.2811,911.3871,-194.1732,79.1346,-127.506,994233367
857822235097,85,336.1955,465.3972,911.35,-251.0398,97.9088,-140.2027,994233367
857822235098,85,336.2721,465.1984,911.4078,-181.1468,45.7893,-86.1779,994233367
857823283650,85,336.0515,465.4865,911.2441,-38.4251,-4.8216,-131.2114,994233367
857823283657,85,336.123,465.2542,911.3813,-203.3542,97.8691,-63.138,994233367
857823283658,85,336.0145,465.481,911.3081,-242.188,-26.3766,-177.6857,994233367
857823283659,85,336.0693,465.4377,911.4131,-222.325,-109.1756,-18.2416,994233367
857823283665,85,335.9991,465.3671,911.3524,-256.1012,-78.2453,-94.6392,994233367
857823283666,85,336.0818,465.4179,911.2786,-105.2761,-132.2753,-70.5251,994233367
857823283667,85,336.0678,465.383,911.3952,-221.708,-129.4988,-162.9852,994233367
857823283673,85,336.0183,465.5526,911.2599,-313.5962,-27.3901,-199.7247,994233367
857823283675,85,336.084,465.4801,911.2128,-181.7465,25.2735,-18.5675,994233367
857823283681,85,336.2512,465.2415,911.3447,-176.1395,71.3482,-42.8274,994233367
857823283682,85,336.1039,465.47,911.2736,-137.4024,-4.5251,-75.012,994233367
857823283683,85,336.0464,465.4317,911.3156,-191.9853,10.1106,-6.4256,994233367
857823283690,85,336.1119,465.3849,911.2808,-392.0804,-3.7602,-77.9339,994233367
857823283691,85,336.2382,465.4048,911.1874,-58.0064,-33.0475,-41.5518,994233367
857823283698,85,336.2182,465.3312,911.1591,-37.7443,-25.8111,-144.7074,994233367
857823283700,85,335.9561,465.3148,911.3571,-160.626,-173.1134,-188.5374,994233367
857823283706,85,336.0014,465.3382,911.3032,-84.6247,-93.822,-238.6739,994233367
857824332226,85,335.9457,465.35,911.2691,-237.6061,-7.2529,-102.3122,994233367
857824332227,85,336.0193,465.2989,911.2747,-302.7378,-17.5326,-105.4113,994233367
857824332233,85,336.0838,465.4176,911.3073,-191.4718,-120.4076,-190.8066,994233367
857824332234,85,336.0896,465.4293,911.2721,-242.3456,-108.5611,-141.2896,994233367
857824332235,85,336.0698,465.4776,911.3928,-292.0337,-42.9598,-42.3322,994233367
857824332236,85,336.0995,465.235,911.4037,-222.9506,-129.534,-71.2188,994233367
857824332241,85,336.0733,465.4291,911.2814,-173.9083,-123.4974,-168.2342,994233367
857824332242,85,336.0588,465.4402,911.2692,-166.8599,-84.563,-155.4319,994233367
857824332243,85,336.0439,465.4103,911.2845,-153.5606,26.1021,-119.8185,994233367
857824332249,85,336.0624,465.4242,911.2814,-106.5483,-21.4273,-164.2081,994233367
857824332250,85,336.0913,465.4324,911.2684,-168.4204,-89.6524,-123.5572,994233367
857824332251,85,336.0675,465.4257,911.314,-232.4631,-116.7518,-133.0097,994233367
857824332257,85,336.025,465.3776,911.2836,-237.5733,-122.8051,-170.8998,994233367
857824332258,85,336.0415,465.4457,911.2438,-77.0266,-88.5698,-115.3227,994233367
857824332259,85,336.0793,465.4525,911.2687,-204.0605,-127.6668,-112.9354,994233367
857824332265,85,336.1379,465.5151,911.3802,-294.8905,-39.8725,-21.713,994233367
857824332266,85,336.1021,465.4327,911.2551,-222.7596,-188.0678,-146.197,994233367
857824332267,85,336.2126,465.3684,911.281,-233.1758,-51.9286,-36.0886,994233367
857824332268,85,336.2054,465.3733,911.213,-207.1357,-90.2448,-30.0309,994233367
