#OK
#SQL= select p.* from MDR1..FOFParticles f, MDR1..particles p where f.fofParticleId like '85011670053_%' and f.particleId = p.particleId order by f.fofParticleId asc
#MAXROWS UNLIMITED
#QUERYTIMEOUT 2400 sec
#DATE 2014-05-27 12:16:48.294 CEST
#QUERYTIME 44 millisec
#COLUMN 1 name=particleId JDBC_TYPE=-5 JDBC_TYPENAME=bigint
#COLUMN 2 name=snapnum JDBC_TYPE=5 JDBC_TYPENAME=smallint
#COLUMN 3 name=x JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 4 name=y JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 5 name=z JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 6 name=vx JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 7 name=vy JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 8 name=vz JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 9 name=phkey JDBC_TYPE=4 JDBC_TYPENAME=int
particleId,snapnum,x,y,z,vx,vy,vz,phkey
857716247526,85,378.7125,453.3522,889.2634,327.0155,512.1019,-393.7377,993942083
857716247630,85,378.7049,453.3805,889.3195,-37.9178,510.6469,-376.48,993942083
857716247632,85,378.6404,453.4055,889.1097,358.5282,133.2793,-553.9675,993942083
857717296203,85,378.6325,453.2515,889.3336,5.5805,556.4009,-450.1175,993942083
857717312503,85,378.5719,453.3012,889.1932,249.9221,333.6957,-619.7157,993942083
857717312548,85,378.6152,453.2979,889.2755,47.9674,207.2173,-612.6728,993942083
857718344769,85,378.5966,453.3029,889.3129,36.5092,583.4142,-459.4098,993942083
857718361127,85,378.6466,453.3765,889.1946,261.4539,63.6635,-335.9101,993942083
857719393254,85,378.698,453.3042,889.3937,442.9194,479.5257,-619.5433,993942083
857719393262,85,378.7603,453.4392,889.2003,292.2669,257.5833,-541.0749,993942083
857719393263,85,378.7672,453.3818,889.29,215.1686,372.0474,-526.0812,993942083
857719409703,85,378.8113,453.3863,889.3325,134.4501,382.213,-754.3351,993942083
857720474642,85,378.5903,453.3066,889.2657,10.7658,325.2693,-659.9317,993942083
857721490390,85,378.6369,453.3303,889.3477,452.4048,494.106,-565.719,993942083
857721490391,85,378.749,453.4186,889.3467,424.0807,539.6516,-555.9421,993942083
857721490398,85,378.6967,453.3673,889.3337,459.213,494.4525,-557.9105,993942083
857721490413,85,378.7561,453.4898,889.3259,515.2354,453.1577,-527.6608,993942083
857722538967,85,378.7527,453.4128,889.2686,419.3553,520.4868,-518.4815,993942083
857722538989,85,378.5963,453.4059,889.1798,470.2971,423.0266,-561.8514,993942083
857723587544,85,378.7255,453.3728,889.137,380.4939,492.0563,-519.9069,993942083
857723587551,85,378.6734,453.3452,889.1153,409.1544,466.2725,-544.2467,993942083
857723587558,85,378.6376,453.4102,889.2348,426.1349,484.8882,-631.4651,993942083
857723587568,85,378.7511,453.5114,889.3708,428.7601,236.3025,-457.7025,993942083
857723603921,85,378.7852,453.4083,889.1677,348.0429,509.9523,-485.9547,993942083
857724636128,85,378.6617,453.3086,889.0633,367.7766,476.081,-579.1535,993942083
#OK
