"row_id","fofId","mass","np","m.np"
1,416001042635,35900399616,262,262
2,416001110605,33433999360,244,244
3,416000189995,243218006016,1775,1775
4,416000207075,220882993152,1612,1612
5,416000134735,356949000192,2605,2605
6,416000503645,81666596864,596,596
7,416000688275,57413300224,419,419
8,416000916745,41518399488,303,303
9,416001071735,34804199424,254,254
10,416000903525,42203500544,308,308
11,416000834465,46177300480,337,337
12,416000318345,136749998080,998,998
13,416000379855,112223002624,819,819
14,416001086975,34256099328,250,250
15,416000757255,51521200128,376,376
16,416000893295,42751598592,312,312
17,416001169685,31515600896,230,230
18,416000815185,47410499584,346,346
19,416000190865,241984995328,1766,1766
20,416000128885,374899015680,2736,2736
21,416000178295,261306007552,1907,1907
22,416000302115,144972005376,1058,1058
23,416000018755,2994259886080,21852,21852
24,416000481315,85914296320,627,627
25,416000668335,59331600384,433,433
26,416001090915,34119100416,249,249
27,416000517505,79200100352,578,578
28,416001025295,36585500672,267,267
29,416001267515,28775100416,210,210
30,416000111245,440944984064,3218,3218
31,416000875855,43710799872,319,319
32,416000276575,159908003840,1167,1167
33,416001174165,31378599936,229,229
34,416000063385,820914028544,5991,5991
35,416000126125,383942983680,2802,2802
36,416000078685,646070009856,4715,4715
37,416000746695,52343398400,382,382
38,416000598185,67278999552,491,491
39,416001231505,29734299648,217,217
40,416001135305,32611799040,238,238
41,416000023105,2413960101888,17617,17617
42,416000691255,57139200000,417,417
43,416000976905,38640898048,282,282
44,416000231835,194986000384,1423,1423
45,416000362035,118388998144,864,864
46,416000078245,650043981824,4744,4744
47,416000479345,86325403648,630,630
48,416001237195,29597300736,216,216
49,416001193345,30830499840,225,225
50,416000657935,60427800576,441,441
51,416000871285,43984900096,321,321
52,416000615945,65086599168,475,475
53,416000628775,63579398144,464,464
54,416000584495,69060296704,504,504
55,416000227835,198684999680,1450,1450
56,416000191385,241299996672,1761,1761
57,416000967915,39052001280,285,285
58,416000922215,41244401664,301,301
59,416000750205,52069298176,380,380
60,416000279645,157988995072,1153,1153
61,416001241545,29460299776,215,215
62,416000464325,89476997120,653,653
63,416000883505,43299700736,316,316
64,416000190105,243081003008,1774,1774
65,416000201525,227734994944,1662,1662
66,416000329035,131817996288,962,962
67,416000274695,161140998144,1176,1176
68,416000648775,61387001856,448,448
69,416001262285,28912199680,211,211
70,416000364275,117566996480,858,858
71,416001102655,33707999232,246,246
72,416000370195,115512000512,843,843
73,416000768045,50699100160,370,370
74,416001216575,30145400832,220,220
75,416000366215,116881997824,853,853
76,416001005555,37407698944,273,273
77,416000999135,37681700864,275,275
78,416001236525,29597300736,216,216
79,416000731695,53576601600,391,391
80,416000449565,92765601792,677,677
81,416000652755,60975898624,445,445
82,416000220715,205811007488,1502,1502
83,416000113495,431353004032,3148,3148
84,416000266945,166485000192,1215,1215
85,416000463105,89751003136,655,655
86,416000024085,2307770023936,16842,16842
87,416000589785,68375199744,499,499
88,416000385635,110305001472,805,805
89,416000358795,119622000640,873,873
90,416000013005,4372449984512,31910,31910
91,416001094965,33982099456,248,248
92,416000870955,43984900096,321,321
93,416001127085,32885899264,240,240
94,416001268215,28775100416,210,210
95,416001098705,33845000192,247,247
96,416000925285,41107300352,300,300
97,416000783035,49602899968,362,362
98,416000629795,63442300928,463,463
99,416001311275,27678900224,202,202
100,416000083165,607292030976,4432,4432
101,416000142505,335572992000,2449,2449
102,416001257045,29049200640,212,212
103,416001193025,30830499840,225,225
104,416001169725,31515600896,230,230
105,416000992565,37955801088,277,277
106,416000606865,66182799360,483,483
107,416001087005,34256099328,250,250
108,416001161085,31789699072,232,232
109,416001317395,27541899264,201,201
110,416000089055,563308003328,4111,4111
111,416000422705,99479797760,726,726
112,416000790845,49054801920,358,358
113,416000007595,7437140099072,54276,54276
114,416000458655,90710196224,662,662
115,416000454375,91669397504,669,669
116,416001053065,35489300480,259,259
117,416000588555,68512198656,500,500
118,416000061505,848044032000,6189,6189
119,416000859145,44670001152,326,326
120,416001035615,36174499840,264,264
121,416000185915,249248006144,1819,1819
122,416000082115,616335998976,4498,4498
123,416000600355,67005001728,489,489
124,416001002565,37544701952,274,274
125,416000490445,84133003264,614,614
126,416001317335,27541899264,201,201
127,416000502945,81803599872,597,597
128,416000638395,62483202048,456,456
129,416000840965,45766201344,334,334
130,416000695715,56728100864,414,414
131,416001192675,30830499840,225,225
132,416000437215,95780102144,699,699
133,416000713975,55083798528,402,402
134,416000698705,56454098944,412,412
135,416000389875,108933996544,795,795
136,416000064055,811459018752,5922,5922
137,416000802935,48232599552,352,352
138,416000890795,42888699904,313,313
139,416001284115,28364099584,207,207
140,416000610325,65771700224,480,480
141,416000653945,60838899712,444,444
142,416000358475,119759003648,874,874
143,416000873425,43847798784,320,320
144,416000604835,66456899584,485,485
145,416000581325,69471404032,507,507
146,416000885725,43162701824,315,315
147,416000560945,72348901376,528,528
148,416000368255,116196999168,848,848
149,416000779265,49876901888,364,364
150,416000692955,57002201088,416,416
151,416000209365,218280001536,1593,1593
152,416000798715,48506699776,354,354
153,416000738335,53028499456,387,387
154,416000303405,144287006720,1053,1053
155,416000200945,228419993600,1667,1667
156,416001094945,33982099456,248,248
157,416001294355,28089999360,205,205
158,416001064095,35078299648,256,256
159,416000644685,61797998592,451,451
160,416000008595,6543060238336,47751,47751
161,416000552355,73582100480,537,537
162,416000781155,49739898880,363,363
163,416000941895,40285200384,294,294
164,416000626225,63853400064,466,466
165,416000437715,95643099136,698,698
166,416000746595,52343398400,382,382
167,416000900925,42340601856,309,309
168,416000906075,42066501632,307,307
169,416001272485,28638099456,209,209
170,416001231235,29734299648,217,217
171,416000821475,46999400448,343,343
172,416000627385,63716401152,465,465
173,416000562695,72074903552,526,526
174,416001011925,37133598720,271,271
175,416000589625,68375199744,499,499
176,416000288415,152644993024,1114,1114
177,416000408605,103315996672,754,754
178,416000730045,53713600512,392,392
179,416000254895,175253995520,1279,1279
180,416001226535,29871300608,218,218
181,416000712385,55220899840,403,403
182,416000773555,50288001024,367,367
183,416000015565,3626349887488,26465,26465
184,416000933405,40696299520,297,297
185,416001021825,36722601984,268,268
186,416000138795,345439010816,2521,2521
187,416001131215,32748900352,239,239
188,416000204335,224171999232,1636,1636
189,416000728365,53850599424,393,393
190,416000162245,290491990016,2120,2120
191,416000547735,74267303936,542,542
192,416000750225,52069298176,380,380
193,416001086795,34256099328,250,250
194,416000827755,46588301312,340,340
195,416001197445,30693500928,224,224
196,416000350525,122774003712,896,896
197,416000367835,116334002176,849,849
198,416000127675,378872987648,2765,2765
199,416001098685,33845000192,247,247
200,416000444895,93861797888,685,685
201,416001251815,29186199552,213,213
202,416000207575,220334997504,1608,1608
203,416001169465,31515600896,230,230
204,416000571365,70841696256,517,517
205,416000958885,39463100416,288,288
206,416001278275,28501100544,208,208
207,416000393855,107701002240,786,786
208,416000775545,50150998016,366,366
209,416000585475,68923301888,503,503
210,416000296945,147849003008,1079,1079
211,416000026605,2081260044288,15189,15189
212,416000460625,90299097088,659,659
213,416000986285,38229798912,279,279
214,416000898385,42477600768,310,310
215,416000167915,279667015680,2041,2041
216,416000317245,137299001344,1002,1002
217,416001135355,32611799040,238,238
218,416000964935,39189000192,286,286
219,416000235965,191286001664,1396,1396
220,416000873415,43847798784,320,320
221,416001068075,34941198336,255,255
222,416000609005,65908801536,481,481
223,416001165385,31652700160,231,231
224,416000164215,286654988288,2092,2092
225,416001053245,35489300480,259,259
226,416001152315,32063700992,234,234
227,416000644755,61797998592,451,451
228,416001114635,33296900096,243,243
229,416000784985,49465798656,361,361
230,416000556115,73033998336,533,533
231,416000390325,108797001728,794,794
232,416000066205,781999013888,5707,5707
233,416000453175,91943403520,671,671
234,416001178695,31241601024,228,228
235,416000339625,127159001088,928,928
236,416000538085,75774500864,553,553
237,416000250435,178817007616,1305,1305
238,416000685385,57687298048,421,421
239,416001197395,30693500928,224,224
240,416001247395,29323200512,214,214
241,416000227715,198823002112,1451,1451
242,416000956095,39600099328,289,289
243,416001246695,29323200512,214,214
244,416000221385,205125992448,1497,1497
245,416001284445,28364099584,207,207
246,416000623975,64127500288,468,468
247,416000484785,85229199360,622,622
248,416000953565,39737098240,290,290
249,416000325985,133188001792,972,972
250,416001068595,34941198336,255,255
251,416001257725,29049200640,212,212
252,416000845765,45492101120,332,332
253,416000682565,57961398272,423,423
254,416000170035,275693010944,2012,2012
255,416000766495,50836099072,371,371
256,416000523915,78104002560,570,570
257,416001025755,36585500672,267,267
258,416000287275,153330008064,1119,1119
259,416000144855,329681010688,2406,2406
260,416000613495,65360699392,477,477
261,416000583455,69197398016,505,505
262,416000336455,128528998400,938,938
263,416000616955,64949600256,474,474
264,416001008735,37270700032,272,272
265,416000596035,67553099776,493,493
266,416000051795,1023439994880,7469,7469
267,416000269085,164977000448,1204,1204
268,416001046265,35763400704,261,261
269,416000253505,176351002624,1287,1287
270,416000360955,118799998976,867,867
271,416000244165,184024006656,1343,1343
272,416001222195,30008399872,219,219
273,416000508845,80707403776,589,589
274,416000962005,39325999104,287,287
275,416000866235,44258902016,323,323
276,416000367425,116470996992,850,850
277,416000036275,1494529998848,10907,10907
278,416000827865,46588301312,340,340
279,416000720365,54535700480,398,398
280,416000112695,434641993728,3172,3172
281,416000468815,88517804032,646,646
282,416000878255,43573800960,318,318
283,416000454415,91669397504,669,669
284,416000439405,95232000000,695,695
285,416000885715,43162701824,315,315
286,416000182585,254317002752,1856,1856
287,416001143785,32337799168,236,236
288,416000647355,61524000768,449,449
289,416000535475,76185600000,556,556
290,416000919525,41381400576,302,302
291,416000229705,196903993344,1437,1437
292,416001207015,30419400704,222,222
293,416000309835,140998000640,1029,1029
294,416000914145,41655398400,304,304
295,416000174175,268156993536,1957,1957
296,416001278235,28501100544,208,208
297,416000341985,126199996416,921,921
298,416001283695,28364099584,207,207
299,416000832235,46314299392,338,338
300,416000042845,1253360009216,9147,9147
301,416000192535,239655993344,1749,1749
302,416001231515,29734299648,217,217
303,416000265745,167307001856,1221,1221
304,416000180995,256920993792,1875,1875
305,416000338025,127843999744,933,933
306,416001110615,33433999360,244,244
307,416000739945,52891398144,386,386
308,416000753735,51795300352,378,378
309,416001156765,31926700032,233,233
310,416000443815,94135803904,687,687
311,416000863875,44395900928,324,324
312,416000491875,83858997248,612,612
313,416001183385,31104600064,227,227
314,416000836585,46040199168,336,336
315,416000415965,101261000704,739,739
316,416000843215,45629198336,333,333
317,416000169165,277337997312,2024,2024
318,416001221515,30008399872,219,219
319,416000895735,42614599680,311,311
320,416001064315,35078299648,256,256
321,416000033185,1643879989248,11997,11997
322,416001049795,35626401792,260,260
323,416001262295,28912199680,211,211
324,416000434435,96465199104,704,704
325,416000170255,275282001920,2009,2009
326,416000723525,54261698560,396,396
327,416000190395,242669993984,1771,1771
328,416000017635,3188829978624,23272,23272
329,416000285855,154152992768,1125,1125
330,416000847695,45355098112,331,331
331,416000880675,43436802048,317,317
332,416000192915,239107997696,1745,1745
333,416001039205,36037398528,263,263
334,416000574355,70430597120,514,514
335,416000925065,41107300352,300,300
336,416001300275,27953000448,204,204
337,416000138445,346397999104,2528,2528
338,416000739845,52891398144,386,386
339,416000176335,264456994816,1930,1930
340,416000717135,54809800704,400,400
341,416001305555,27815999488,203,203
342,416000238665,188819996672,1378,1378
343,416000464905,89340002304,652,652
344,416000686755,57550299136,420,420
345,416000148935,319540985856,2332,2332
346,416000620335,64538501120,471,471
347,416000046375,1153200029696,8416,8416
348,416000247095,181557002240,1325,1325
349,416000205435,222802001920,1626,1626
350,416000298825,146752995328,1071,1071
351,416001028545,36448501760,266,266
352,416000380605,111948996608,817,817
353,416001114435,33296900096,243,243
354,416000916595,41518399488,303,303
355,416000409545,103041998848,752,752
356,416000118825,409976995840,2992,2992
357,416000577175,70019497984,511,511
358,416000834345,46177300480,337,337
359,416000775445,50150998016,366,366
360,416001256745,29049200640,212,212
361,416001079075,34530201600,252,252
362,416000530315,77007798272,562,562
363,416000076975,661554003968,4828,4828
364,416000031065,1764880023552,12880,12880
365,416000922055,41244401664,301,301
366,416000495475,83173900288,607,607
367,416000491165,83996000256,613,613
368,416001178445,31241601024,228,228
369,416000976725,38640898048,282,282
370,416000914005,41655398400,304,304
371,416001118455,33159899136,242,242
372,416000502135,81940602880,598,598
373,416000721855,54398701568,397,397
374,416000664185,59742699520,436,436
375,416000176415,264319991808,1929,1929
376,416001152095,32063700992,234,234
377,416000127555,379283996672,2768,2768
378,416000938905,40422199296,295,295
379,416000012665,4496050094080,32812,32812
380,416001288865,28227000320,206,206
381,416000415455,101398003712,740,740
382,416000362015,118388998144,864,864
383,416000191375,241299996672,1761,1761
384,416000893155,42751598592,312,312
385,416000782935,49602899968,362,362
386,416000143695,332558008320,2427,2427
387,416001211535,30282399744,221,221
388,416000726725,53987598336,394,394
389,416000386825,109894000640,802,802
390,416000134475,357634015232,2610,2610
391,416000601435,66867900416,488,488
392,416000001715,29173900902400,212910,212910
393,416000683955,57824301056,422,422
394,416000639665,62346100736,455,455
395,416000448905,92902596608,678,678
396,416000207565,220334997504,1608,1608
397,416001311305,27678900224,202,202
398,416001139355,32474800128,237,237
399,416000348395,123595997184,902,902
400,416000640925,62209101824,454,454
401,416000085545,588931006464,4298,4298
402,416000635935,62757199872,458,458
403,416001174195,31378599936,229,229
404,416001188345,30967500800,226,226
405,416000809095,47821500416,349,349
406,416001241885,29460299776,215,215
407,416000962025,39325999104,287,287
408,416001122845,33022900224,241,241
409,416000992965,37955801088,277,277
410,416000345335,124828999680,911,911
411,416001106885,33571000320,245,245
412,416000676905,58509500416,427,427
413,416000022965,2427660009472,17717,17717
414,416000313885,138943004672,1014,1014
415,416000525575,77829898240,568,568
416,416000730165,53713600512,392,392
417,416000481355,85914296320,627,627
418,416000736835,53165498368,388,388
419,416001226545,29871300608,218,218
420,416000559885,72486002688,529,529
421,416000622655,64264499200,469,469
422,416000409115,103179001856,753,753
423,416000511175,80296296448,586,586
424,416000657745,60427800576,441,441
425,416000336805,128392003584,937,937
426,416000697225,56591101952,413,413
427,416000854515,44943998976,328,328
428,416000748495,52206301184,381,381
429,416000532055,76733702144,560,560
430,416000054625,966022987776,7050,7050
431,416001161105,31789699072,232,232
432,416000331155,130858000384,955,955
433,416000038255,1412449959936,10308,10308
434,416001005575,37407698944,273,273
435,416001131235,32748900352,239,239
436,416000027755,1989459968000,14519,14519
437,416000161005,292958011392,2138,2138
438,416001311665,27678900224,202,202
439,416000718805,54672801792,399,399
440,416000983195,38366900224,280,280
441,416000548715,74130202624,541,541
442,416001156785,31926700032,233,233
443,416001018505,36859600896,269,269
444,416001202205,30556499968,223,223
445,416000819415,47136399360,344,344
446,416000463075,89751003136,655,655
447,416000088365,568103010304,4146,4146
448,416001135335,32611799040,238,238
449,416001317365,27541899264,201,201
450,416000080945,626339020800,4571,4571
451,416000919535,41381400576,302,302
452,416000360605,118937001984,868,868
453,416000182105,255140003840,1862,1862
454,416001197425,30693500928,224,224
455,416000552365,73582100480,537,537
456,416000227015,199508000768,1456,1456
457,416000784995,49465798656,361,361
458,416001152335,32063700992,234,234
459,416000933415,40696299520,297,297
460,416000956115,39600099328,289,289
461,416000781165,49739898880,363,363
462,416000083675,603044970496,4401,4401
463,416001035635,36174499840,264,264
464,416001165415,31652700160,231,231
465,416000656455,60564799488,442,442
466,416000314425,138668998656,1012,1012
467,416000883185,43299700736,316,316
468,416000980045,38503899136,281,281
469,416001207035,30419400704,222,222
470,416000967935,39052001280,285,285
471,416000176175,264731000832,1932,1932
472,416000529525,77144801280,563,563
473,416000531195,76870696960,561,561
474,416000110505,444232990720,3242,3242
475,416000006575,8527309963264,62232,62232
476,416001139615,32474800128,237,237
477,416000050605,1050020020224,7663,7663
478,416000208505,219239006208,1600,1600
479,416000941915,40285200384,294,294
480,416000473325,87558602752,639,639
481,416001079275,34530201600,252,252
482,416000775555,50150998016,366,366
483,416000472035,87832698880,641,641
484,416000906085,42066501632,307,307
485,416000669705,59194601472,432,432
486,416000762585,51110100992,373,373
487,416001221545,30008399872,219,219
488,416001114655,33296900096,243,243
489,416000861495,44532998144,325,325
490,416000681125,58098401280,424,424
491,416000030795,1782409986048,13008,13008
492,416000738455,53028499456,387,387
493,416000235485,191696994304,1399,1399
494,416000026695,2074959937536,15143,15143
495,416001028755,36448501760,266,266
496,416000271835,163059007488,1190,1190
497,416000857035,44807000064,327,327
498,416000329015,131817996288,962,962
499,416000094345,529599987712,3865,3865
500,416000706285,55769001984,407,407
501,416000725195,54124699648,395,395
502,416000989545,38092800000,278,278
503,416000525525,77829898240,568,568
504,416001267555,28775100416,210,210
505,416001075535,34667200512,253,253
506,416000546915,74404298752,543,543
507,416000587535,68649299968,501,501
508,416001071755,34804199424,254,254
509,416000189895,243354992640,1776,1776
510,416001042655,35900399616,262,262
511,416000293725,149630992384,1092,1092
512,416000386845,109894000640,802,802
513,416000018445,3045640110080,22227,22227
514,416000231225,195533996032,1427,1427
515,416000152965,310360014848,2265,2265
516,416000458695,90710196224,662,662
517,416000324825,133735997440,976,976
518,416001143805,32337799168,236,236
519,416000836595,46040199168,336,336
520,416001056915,35352301568,258,258
521,416000944755,40148201472,293,293
522,416000753745,51795300352,378,378
523,416001294705,28089999360,205,205
524,416000189635,243767001088,1779,1779
525,416000980025,38503899136,281,281
526,416000849975,45218099200,330,330
527,416000218245,208413999104,1521,1521
528,416001188025,30967500800,226,226
529,416001236535,29597300736,216,216
530,416001272825,28638099456,209,209
531,416000813085,47547498496,347,347
532,416000743245,52617400320,384,384
533,416000157945,299261001728,2184,2184
534,416000043805,1224719990784,8938,8938
535,416000572335,70704603136,516,516
536,416000308695,141545996288,1033,1033
537,416000381055,111812001792,816,816
538,416000243325,184709005312,1348,1348
539,416001294735,28089999360,205,205
540,416000151185,314333986816,2294,2294
541,416000341305,126474002432,923,923
542,416000523035,78240997376,571,571
543,416000792755,48917700608,357,357
544,416000066135,782958002176,5714,5714
545,416000730055,53713600512,392,392
546,416000222155,204303007744,1491,1491
547,416000362795,118115000320,862,862
548,416001251835,29186199552,213,213
549,416000859155,44670001152,326,326
550,416001053265,35489300480,259,259
551,416000995975,37818798080,276,276
552,416000773665,50288001024,367,367
553,416000376595,113319002112,827,827
554,416000580265,69608398848,508,508
555,416000264395,168266006528,1228,1228
556,416000307055,142367997952,1039,1039
557,416001144085,32337799168,236,236
558,416000567425,71389798400,521,521
559,416000738345,53028499456,387,387
560,416000815355,47410499584,346,346
561,416000443855,94135803904,687,687
562,416000517565,79200100352,578,578
563,416001246725,29323200512,214,214
564,416000903535,42203500544,308,308
565,416000813235,47547498496,347,347
566,416000174535,267608997888,1953,1953
567,416000919755,41381400576,302,302
568,416000420125,100165001216,731,731
569,416000792895,48917700608,357,357
570,416000264405,168266006528,1228,1228
571,416000715725,54946799616,401,401
572,416000139105,344616992768,2515,2515
573,416000808955,47821500416,349,349
574,416001312405,27678900224,202,202
575,416001262675,28912199680,211,211
576,416000036925,1466709966848,10704,10704
577,416000363915,117703999488,859,859
578,416000911475,41792499712,305,305
579,416000178805,260484005888,1901,1901
580,416001025125,36585500672,267,267
581,416000010635,5326280065024,38871,38871
582,416000955915,39600099328,289,289
583,416000823445,46862401536,342,342
584,416001075785,34667200512,253,253
585,416000023935,2323519897600,16957,16957
586,416000641035,62209101824,454,454
587,416000485595,85092196352,621,621
588,416000432265,97013301248,708,708
589,416000115525,423132004352,3088,3088
590,416000140145,341739012096,2494,2494
591,416001018305,36859600896,269,269
592,416000566375,71526801408,522,522
593,416001165395,31652700160,231,231
594,416000995965,37818798080,276,276
595,416000125995,384353992704,2805,2805
596,416001083185,34393100288,251,251
597,416000138335,346672005120,2530,2530
598,416000893145,42751598592,312,312
599,416001226235,29871300608,218,218
600,416000812965,47547498496,347,347
601,416000911315,41792499712,305,305
602,416000633365,63031300096,460,460
603,416000458045,90847199232,663,663
604,416001090705,34119100416,249,249
605,416000651165,61112901632,446,446
606,416000376965,113181999104,826,826
607,416000800745,48369598464,353,353
608,416000426305,98520596480,719,719
609,416001147815,32200800256,235,235
610,416000038435,1404910043136,10253,10253
611,416000832115,46314299392,338,338
612,416000366195,116881997824,853,853
613,416001288845,28227000320,206,206
614,416000188615,245274001408,1790,1790
615,416000995775,37818798080,276,276
616,416000533705,76459696128,558,558
617,416000649835,61249900544,447,447
618,416000260115,171417993216,1251,1251
619,416000676725,58509500416,427,427
620,416000666925,59468599296,434,434
621,416000438245,95506096128,697,697
622,416000122835,395316002816,2885,2885
623,416000941905,40285200384,294,294
624,416000526345,77692903424,567,567
625,416000916945,41518399488,303,303
626,416000543345,74952400896,547,547
627,416000451365,92354502656,674,674
628,416001278265,28501100544,208,208
629,416001165155,31652700160,231,231
630,416000852075,45081100288,329,329
631,416000062285,836534009856,6105,6105
632,416000796585,48643698688,355,355
633,416000769765,50561998848,369,369
634,416000657675,60427800576,441,441
635,416000239995,187587002368,1369,1369
636,416001236275,29597300736,216,216
637,416000508045,80844398592,590,590
638,416000295755,148535001088,1084,1084
639,416000071275,720064020480,5255,5255
640,416000903365,42203500544,308,308
641,416001056675,35352301568,258,258
642,416000678125,58372399104,426,426
643,416000305225,143328002048,1046,1046
644,416000684055,57824301056,422,422
645,416000486845,84818100224,619,619
646,416000178105,261579997184,1909,1909
647,416000679545,58235400192,425,425
648,416000767945,50699100160,370,370
649,416000704595,55906000896,408,408
650,416000924895,41107300352,300,300
651,416001261995,28912199680,211,211
652,416001110375,33433999360,244,244
653,416000771685,50424999936,368,368
654,416001094705,33982099456,248,248
655,416000660235,60153700352,439,439
656,416000180745,257332002816,1878,1878
657,416000189365,244177993728,1782,1782
658,416000115465,423406010368,3090,3090
659,416000084875,594001002496,4335,4335
660,416000037475,1443830038528,10537,10537
661,416000018675,3006450106368,21941,21941
662,416001118475,33159899136,242,242
663,416001060405,35215298560,257,257
664,416001197125,30693500928,224,224
665,416001046065,35763400704,261,261
666,416000586455,68786298880,502,502
667,416000211025,216361992192,1579,1579
668,416000821345,46999400448,343,343
669,416001216295,30145400832,220,220
670,416000499845,82351702016,601,601
671,416000936105,40559198208,296,296
672,416001098475,33845000192,247,247
673,416001160875,31789699072,232,232
674,416001317005,27541899264,201,201
675,416000414485,101672001536,742,742
676,416000823725,46862401536,342,342
677,416001032445,36311498752,265,265
678,416001139895,32474800128,237,237
679,416000451405,92354502656,674,674
680,416001289555,28227000320,206,206
681,416000971115,38914998272,284,284
682,416000694365,56865198080,415,415
683,416001202525,30556499968,223,223
684,416000045605,1173070020608,8561,8561
685,416000419625,100301996032,732,732
686,416000531255,76870696960,561,561
687,416001262685,28912199680,211,211
688,416000911655,41792499712,305,305
689,416000898565,42477600768,310,310
690,416000466905,88928903168,649,649
691,416000807055,47958601728,350,350
692,416000115675,422446006272,3083,3083
693,416000560885,72348901376,528,528
694,416000789095,49191800832,359,359
695,416000466295,89065897984,650,650
696,416000231995,194848997376,1422,1422
697,416000992975,37955801088,277,277
698,416000145705,327488995328,2390,2390
699,416000386065,110167998464,804,804
700,416000010495,5390129954816,39337,39337
701,416000552425,73582100480,537,537
702,416000720485,54535700480,398,398
703,416000241895,185941999616,1357,1357
704,416001123135,33022900224,241,241
705,416000959265,39463100416,288,288
706,416001079535,34530201600,252,252
707,416001284105,28364099584,207,207
708,416000551525,73719201792,538,538
709,416000648695,61387001856,448,448
710,416000403425,104823996416,765,765
711,416000100065,496303013888,3622,3622
712,416000779415,49876901888,364,364
713,416000332415,130309996544,951,951
714,416001042915,35900399616,262,262
715,416000191765,240752001024,1757,1757
716,416001114945,33296900096,243,243
717,416000109015,450811002880,3290,3290
718,416000661655,60016701440,438,438
719,416000800895,48369598464,353,353
720,416000418045,100712996864,735,735
721,416000398875,106194001920,775,775
722,416000663075,59879698432,437,437
723,416000556185,73033998336,533,533
724,416001241915,29460299776,215,215
725,416000503005,81803599872,597,597
726,416000986535,38229798912,279,279
727,416000524735,77966901248,569,569
728,416001193015,30830499840,225,225
729,416000391735,108386000896,791,791
730,416000442145,94546903040,690,690
731,416001131515,32748900352,239,239
732,416001075305,34667200512,253,253
733,416000983205,38366900224,280,280
734,416001262335,28912199680,211,211
735,416001305905,27815999488,203,203
736,416000202995,225816002560,1648,1648
737,416000324245,134010003456,978,978
738,416000713985,55083798528,402,402
739,416000777415,50013900800,365,365
740,416000668345,59331600384,433,433
741,416000415485,101398003712,740,740
742,416000355585,120856002560,882,882
743,416000076135,669502013440,4886,4886
744,416001241575,29460299776,215,215
745,416001252195,29186199552,213,213
746,416000575375,70293602304,513,513
747,416001060845,35215298560,257,257
748,416000466875,88928903168,649,649
749,416001262325,28912199680,211,211
750,416000257335,173473005568,1266,1266
751,416000947535,40011100160,292,292
752,416000746705,52343398400,382,382
753,416000071745,714582982656,5215,5215
754,416000032175,1698009972736,12392,12392
755,416001283725,28364099584,207,207
756,416001064335,35078299648,256,256
757,416000804805,48095600640,351,351
758,416000060015,871475970048,6360,6360
759,416000137985,347630993408,2537,2537
760,416001231545,29734299648,217,217
761,416000725295,54124699648,395,395
762,416001064575,35078299648,256,256
763,416001118995,33159899136,242,242
764,416000404385,104549998592,763,763
765,416000859305,44670001152,326,326
766,416000830095,46451298304,339,339
767,416000796725,48643698688,355,355
768,416000900945,42340601856,309,309
769,416001118725,33159899136,242,242
770,416000908965,41929498624,306,306
771,416000000645,64299200413696,469253,469253
772,416000664265,59742699520,436,436
773,416001002355,37544701952,274,274
774,416000284915,154701004800,1129,1129
775,416000242825,185119997952,1351,1351
776,416000426375,98520596480,719,719
777,416001273215,28638099456,209,209
778,416000079205,641549008896,4682,4682
779,416000636015,62757199872,458,458
780,416000487655,84681097216,618,618
781,416000922225,41244401664,301,301
782,416000798725,48506699776,354,354
783,416000172205,271720005632,1983,1983
784,416001267895,28775100416,210,210
785,416000392165,108248997888,790,790
786,416000486925,84818100224,619,619
787,416001046505,35763400704,261,261
788,416000868475,44121899008,322,322
789,416000779275,49876901888,364,364
790,416000240275,187311996928,1367,1367
791,416000191945,240477995008,1755,1755
792,416000962215,39325999104,287,287
793,416000178705,260620992512,1902,1902
794,416000827875,46588301312,340,340
795,416000857205,44807000064,327,327
796,416000459975,90436198400,660,660
797,416000953375,39737098240,290,290
798,416000217005,209783996416,1531,1531
799,416001068345,34941198336,255,255
800,416000629965,63442300928,463,463
801,416001005375,37407698944,273,273
802,416000728375,53850599424,393,393
803,416001049815,35626401792,260,260
804,416000053795,982054010880,7167,7167
805,416000087575,573996007424,4189,4189
806,416000630965,63305302016,462,462
807,416001148075,32200800256,235,235
808,416001110635,33433999360,244,244
809,416000786985,49328799744,360,360
810,416000147595,322830008320,2356,2356
811,416000364695,117430001664,857,857
812,416000066405,779395006464,5688,5688
813,416000497655,82762801152,604,604
814,416000809105,47821500416,349,349
815,416000004205,13015100424192,94984,94984
816,416000188035,246096003072,1796,1796
817,416000353085,121814999040,889,889
818,416000303155,144423993344,1054,1054
819,416000430655,97424400384,711,711
820,416000965145,39189000192,286,286
821,416000476605,86873497600,634,634
822,416000064275,808581005312,5901,5901
823,416000401165,105509003264,770,770
824,416001083445,34393100288,251,251
825,416000878425,43573800960,318,318
826,416000051915,1021109993472,7452,7452
827,416001257395,29049200640,212,212
828,416000386475,110031003648,803,803
829,416000443285,94272798720,688,688
830,416000657845,60427800576,441,441
831,416000825625,46725300224,341,341
832,416000979885,38503899136,281,281
833,416000916615,41518399488,303,303
834,416000777305,50013900800,365,365
835,416000819315,47136399360,344,344
836,416000260295,171281006592,1250,1250
837,416000180485,257742995456,1881,1881
838,416001139375,32474800128,237,237
839,416001299995,27953000448,204,204
840,416000762505,51110100992,373,373
841,416001294435,28089999360,205,205
842,416001143595,32337799168,236,236
843,416000374135,114141003776,833,833
844,416000815095,47410499584,346,346
845,416001211585,30282399744,221,221
846,416001079095,34530201600,252,252
