#OK
#SQL= select fofId, x, y, z, np from MDR1..FOF f  
#	where f.x between 450 and 550 
#	and f.y between 450 and 550
#	and f.z between 450 and 550
#	and snapnum = 85 
#MAXROWS UNLIMITED
#QUERYTIMEOUT 2400 sec
#DATE 2013-10-04 15:35:28.519 CEST
#QUERYTIME 59 millisec
#COLUMN 1 name=fofId JDBC_TYPE=-5 JDBC_TYPENAME=bigint
#COLUMN 2 name=x JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 3 name=y JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 4 name=z JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 5 name=np JDBC_TYPE=4 JDBC_TYPENAME=int
fofId,x,y,z,np
85006013343,485.0205,545.556,531.1062,63
85006015073,548.3331,495.0585,467.3206,63
85006022783,509.4777,474.085,453.8525,63
85006022785,514.3828,462.1125,452.4313,63
85006022788,519.0489,469.0164,457.8776,63
85006022824,534.4521,478.9459,473.3261,63
85006022869,542.4803,480.9318,491.5323,63
85006023113,500.6995,481.8766,489.1659,63
85006102342,532.8657,498.6532,453.8398,62
85006110155,523.2416,456.5869,450.8651,62
85006110156,517.9172,456.7963,452.4425,62
85006110162,547.7291,452.4182,463.4856,62
85006110163,546.5627,467.011,468.7399,62
85006110164,530.8662,456.6917,479.6922,62
85006110166,541.3198,458.9429,487.4042,62
85006110170,530.6503,464.4501,489.7605,62
85006110196,545.1932,477.973,489.9046,62
85006110203,502.6764,481.4166,457.9919,62
85006110237,546.3983,487.2149,470.6713,62
85006110238,521.5764,484.4258,468.7387,62
85006110239,536.5478,484.3091,469.3757,62
85006110242,508.2984,482.2617,455.1046,62
85006192347,529.7133,494.9282,460.6147,61
85006192351,529.41,492.5117,463.6784,61
85006192356,544.0909,494.2831,456.561,61
85006192357,535.8213,491.8555,453.2339,61
85006200462,525.0959,467.1122,456.5249,61
85006200465,524.0633,457.361,464.6311,61
85006200466,509.1518,474.3777,465.3225,61
85006200467,534.462,464.2664,469.8897,61
85006200543,547.5587,487.6086,479.0465,61
85006200547,537.6355,481.907,460.0295,61
85006200548,506.4716,483.8849,489.626,61
85006273071,501.5972,484.7774,457.3928,60
85006284725,516.202,491.1064,469.4296,60
85006284726,542.1891,490.4774,481.8612,60
85006284727,546.3344,493.8376,451.64,60
85006293108,533.5656,470.5394,453.4888,60
85006293110,519.7599,454.5445,453.7215,60
85006293112,510.2447,451.4723,455.6257,60
85006293115,530.5726,455.6792,475.917,60
85006293138,512.9346,476.4059,496.0102,60
85006293187,532.6441,479.9678,460.2452,60
85006367656,501.8858,450.2275,453.0314,59
85006367657,501.9745,480.6582,456.496,59
85006378538,500.9341,488.857,486.2173,59
85006379651,538.7118,499.1143,452.5767,59
85006379660,527.1986,499.9763,461.5631,59
85006388121,503.7231,451.9732,481.638,59
85006388127,528.9387,455.8625,456.1552,59
85006388128,534.6486,469.7071,460.0411,59
85006388133,537.3549,474.5476,459.2827,59
85006388136,526.7906,467.3325,462.7097,59
85006388137,526.3317,450.5761,470.6992,59
85006388138,531.8105,473.4445,467.0583,59
85006388143,528.5578,473.7976,476.3268,59
85006388149,524.7468,462.823,496.5722,59
85006388167,509.4392,476.6459,479.6366,59
85006388170,507.5471,464.0179,494.939,59
85006388176,503.6693,463.6904,456.8682,59
85006388209,546.329,485.4933,475.6899,59
85006388210,531.2886,484.7484,451.3422,59
85006476141,541.7531,489.7949,484.2034,58
85006476143,543.1377,492.2571,499.7274,58
85006477268,539.8124,499.537,453.2231,58
85006477271,520.5005,499.803,458.4649,58
85006477272,545.1767,495.9035,455.5051,58
85006477281,546.8737,493.4579,465.1231,58
85006477283,539.8013,498.1452,489.8792,58
85006477287,548.9003,491.973,468.8387,58
85006485986,548.1471,475.6302,456.7903,58
85006485988,534.4753,469.2556,461.5571,58
85006485997,521.6,475.8192,478.5892,58
85006486001,537.586,461.0176,488.7036,58
85006486087,536.2359,486.8419,457.6748,58
85006486373,500.4318,483.6323,490.2538,58
85006486384,500.2426,488.0781,484.2434,58
85006577935,534.5571,494.6245,452.0514,57
85006587067,502.776,486.4251,481.7408,57
85006587071,521.7281,455.4858,450.0135,57
85006587075,510.2687,465.8996,467.9503,57
85006587077,531.7001,456.9697,471.1029,57
85006587080,525.2104,470.9396,484.3039,57
85006587081,539.8232,458.3479,485.7881,57
85006587082,515.0756,470.8824,485.953,57
85006587085,546.8627,456.3969,491.7886,57
85006587086,523.1264,463.0896,493.0434,57
85006587109,547.7907,476.9235,456.6805,57
85006587110,505.0073,460.0414,494.6192,57
85006587111,504.1382,455.1221,497.2523,57
85006587175,539.4635,488.378,451.8135,57
85006587176,539.7457,485.2582,491.7898,57
85006587177,536.3619,486.5817,455.1215,57
85006587178,538.8785,481.8178,487.968,57
85006681776,514.4449,491.4398,458.0034,56
85006681787,541.5217,496.017,456.7962,56
85006691163,508.3388,467.9081,458.7024,56
85006691166,537.6926,469.4919,464.0795,56
85006691203,513.7654,477.342,456.2482,56
85006691204,547.6696,479.0734,480.8815,56
85006691259,539.2741,484.8983,485.7008,56
85006691262,529.9866,481.7464,466.5602,56
85006691267,513.5261,480.7477,463.6591,56
85006691268,526.9305,482.3828,451.9327,56
85006786832,486.3596,549.6635,522.6597,55
85006789062,546.5358,496.178,455.3263,55
85006789066,528.1414,495.0496,459.9573,55
85006789068,519.7894,497.4181,464.1316,55
85006789070,512.6522,493.7853,469.2664,55
85006789081,527.3483,493.2799,462.1076,55
85006789085,542.5469,491.6522,490.4335,55
85006789098,505.4626,497.4386,486.351,55
85006798708,528.0255,468.1786,451.1793,55
85006798709,527.9807,467.7395,451.525,55
85006798715,534.5826,469.5495,460.5336,55
85006798720,534.6562,467.2983,468.721,55
85006798721,546.1874,455.7702,479.9627,55
85006798727,528.8339,471.27,483.6495,55
85006798730,516.9387,452.2172,493.3878,55
85006798731,548.7809,470.7878,488.447,55
85006798732,509.4197,475.8986,489.3057,55
85006798734,518.113,469.3416,491.1958,55
85006798755,537.4628,476.8751,450.8643,55
85006798801,548.0634,487.6192,468.0435,55
85006896725,472.5298,547.9241,516.7134,54
85006896728,479.3416,547.2203,526.6654,54
85006897722,512.9595,488.2322,459.9582,54
85006899043,536.6049,497.094,459.2743,54
85006908826,533.7869,458.6725,490.0023,54
85006908827,523.2748,466.7696,489.6098,54
85006908829,548.0072,454.7576,493.6307,54
85006908831,514.4414,462.0986,495.4959,54
85006908842,507.701,478.1783,481.47,54
85006908846,504.5968,472.4092,462.5488,54
85007010574,501.7436,456.1204,474.9691,53
85007012903,520.0899,499.1588,454.6295,53
85007012912,516.0946,493.5643,464.7302,53
85007012916,535.1848,497.6621,468.5549,53
85007012932,544.0875,492.9251,452.3413,53
85007023212,526.9799,453.8401,451.6425,53
85007023214,510.7177,464.7727,455.6041,53
85007023219,528.2254,474.0876,474.3167,53
85007023220,517.334,458.9283,477.0718,53
85007023227,518.691,463.0244,492.144,53
85007023228,521.093,458.5919,492.0651,53
85007023266,514.9945,479.5804,495.9059,53
85007023317,515.7524,488.8119,456.1122,53
85007023318,507.2905,487.3124,455.2538,53
85007023319,532.3669,484.5184,450.6544,53
85007023322,533.784,483.5393,451.1894,53
85007023604,500.5024,482.4951,455.3729,53
85007115281,502.0878,471.336,450.7598,52
85007130016,547.2811,494.9726,465.4135,52
85007130017,531.5635,492.1293,463.4719,52
85007130022,543.6074,493.1349,452.8398,52
85007140493,503.3395,486.6714,484.9296,52
85007140501,547.3208,458.6607,453.8793,52
85007140507,537.9907,452.9763,474.9163,52
85007140509,526.8358,453.4614,475.4687,52
85007140510,512.0377,461.2919,473.2023,52
85007140511,536.6921,463.3919,471.9951,52
85007140512,534.5288,458.9687,478.908,52
85007140516,546.33,466.7233,486.9488,52
85007140518,536.9351,461.3498,488.8828,52
85007140598,522.5265,482.6981,491.1546,52
85007140600,507.3704,483.3075,479.8441,52
85007140602,535.6464,481.3027,471.0789,52
85007140603,506.1643,480.4964,456.1906,52
85007140925,500.7256,477.0598,463.9102,52
85007249251,503.3823,489.1874,472.4003,51
85007249252,539.3355,489.4753,490.9579,51
85007250691,504.4584,497.7995,484.4208,51
85007261586,527.9688,466.601,454.3149,51
85007261588,539.3798,452.3247,460.2027,51
85007261594,528.2576,455.3029,465.8468,51
85007261595,514.6721,474.8148,467.7067,51
85007261597,515.4081,474.6374,475.5981,51
85007261598,544.4512,455.7744,483.792,51
85007261599,530.5875,472.4196,477.1905,51
85007261600,544.8397,455.3529,485.1775,51
85007261602,542.7184,453.6868,491.8277,51
85007261603,545.2531,461.2871,488.4419,51
85007261609,507.5843,462.1465,493.9095,51
85007261610,521.9227,466.3732,492.114,51
85007261618,518.4699,470.938,499.703,51
85007261631,519.0563,476.584,491.1184,51
85007261633,508.4736,479.0841,457.537,51
85007261634,542.0508,476.3964,457.4408,51
85007261637,504.8835,465.0108,462.5948,51
85007261702,547.8976,487.1825,466.747,51
85007261703,548.736,488.2599,472.5133,51
85007261704,536.5488,488.5696,457.0865,51
85007261710,541.3567,480.8412,490.9504,51
85007376188,543.3701,497.4953,476.6731,50
85007387236,509.5172,472.6628,453.3271,50
85007387238,513.8105,463.7296,454.2391,50
85007387239,520.9046,457.8281,454.1635,50
85007387241,512.0467,469.4686,460.8299,50
85007387250,532.3957,471.3787,471.3324,50
85007387252,532.533,470.339,473.7188,50
85007387253,537.4965,457.1743,482.3991,50
85007387269,509.5921,456.5905,498.9903,50
85007387290,511.9879,476.9299,498.2241,50
85007387296,505.9302,465.8121,490.4682,50
85007387303,502.3058,487.1095,450.0284,50
85007387351,507.4013,483.9945,473.0938,50
85007387353,548.8524,483.85,460.0874,50
85007387356,507.9333,482.3416,481.6844,50
85007387712,501.1913,482.6884,462.7852,50
85007387763,500.0505,463.3337,488.3718,50
85007503002,508.9677,489.2857,457.68,49
85007503005,512.9564,488.8205,460.2383,49
85007504462,526.1909,494.5947,460.2288,49
85007504465,526.8024,493.1584,469.5872,49
85007516001,513.4702,457.6358,452.0132,49
85007516002,511.7252,457.8965,451.8871,49
85007516006,515.1932,463.171,454.5544,49
85007516008,512.5333,469.4652,460.2764,49
85007516009,523.1309,461.1169,460.0419,49
85007516012,523.223,472.5665,462.0602,49
85007516016,517.2985,474.6558,484.3113,49
85007516019,526.1713,466.4793,490.2442,49
85007516035,518.0125,478.2567,475.7415,49
85007516037,511.2016,479.5174,497.0851,49
85007516039,547.7953,476.4418,456.4234,49
85007516107,507.0348,482.5257,482.2639,49
85007516108,507.7677,486.1423,455.6937,49
85007516111,521.7246,483.103,453.9218,49
85007516112,506.6045,485.5466,461.4157,49
85007516113,505.6185,484.3749,465.804,49
85007633922,471.4493,547.7075,500.5807,48
85007636571,541.639,498.7976,455.9399,48
85007636584,545.7048,498.2397,477.9059,48
85007636591,511.7258,490.0698,459.0352,48
85007648209,509.4755,467.9494,452.7166,48
85007648211,528.4841,468.2834,450.0225,48
85007648215,515.7497,457.3403,452.71,48
85007648218,531.7709,451.4763,461.7354,48
85007648219,511.5915,459.5348,454.9486,48
85007648221,523.5812,468.5692,460.333,48
85007648225,521.4503,469.7176,475.1332,48
85007648226,510.1392,462.9538,474.3654,48
85007648227,528.2991,473.6222,477.1775,48
85007648229,524.494,468.2503,483.6095,48
85007648230,524.2519,471.8476,482.5692,48
85007648231,525.1599,469.0865,484.0122,48
85007648260,532.4599,479.4438,461.0734,48
85007648264,521.7084,479.7107,463.7959,48
85007648336,539.3766,484.1273,485.3558,48
85007648759,500.0193,457.5669,474.5896,48
85007754924,502.1956,487.2684,455.9648,47
85007772153,510.0501,490.1102,489.4563,47
85007772156,521.3455,498.3472,493.2633,47
85007784504,517.1144,469.1908,457.4801,47
85007784505,517.8436,452.3439,459.2884,47
85007784506,536.821,474.5882,460.0565,47
85007784508,527.2928,464.9953,460.978,47
85007784511,509.3239,463.7421,471.641,47
85007784516,542.3464,462.4595,489.8837,47
85007784520,540.175,452.627,499.6698,47
85007784521,522.8948,462.0793,495.3681,47
85007784524,516.1956,459.9396,499.4615,47
85007784539,520.6858,473.7468,480.3225,47
85007784547,534.0991,478.5553,460.4771,47
85007784548,516.9747,476.9632,473.7043,47
85007784549,505.2654,470.1662,451.8226,47
85007784560,503.4164,480.7702,460.4997,47
85007784624,505.2944,482.3594,493.8872,47
85007784625,504.7812,482.0674,494.3708,47
85007912398,534.2241,492.9111,451.2488,46
85007925116,539.7331,459.9156,453.5667,46
85007925117,525.489,452.2984,456.0215,46
85007925121,517.6614,459.2948,466.7811,46
85007925122,529.2279,455.7359,475.8021,46
85007925124,537.2769,467.4912,473.1147,46
85007925126,524.6354,473.6805,480.5219,46
85007925128,544.4324,455.2562,487.1256,46
85007925137,508.9004,461.2809,495.4451,46
85007925139,527.2328,454.7007,494.5917,46
85007925140,520.1302,462.6766,496.0762,46
85007925167,513.9722,476.4514,486.0682,46
85007925168,545.0237,477.0532,487.8484,46
85007925169,505.0615,471.0141,457.0064,46
85007925170,506.6131,478.1105,455.5054,46
85007925249,515.8842,487.9842,457.9122,46
85007925250,508.4015,484.5092,464.3876,46
85007925251,541.4741,487.9142,497.288,46
85007925253,514.7593,480.8852,463.3499,46
85007925669,501.2885,458.5137,473.6031,46
85008055763,545.0418,499.877,464.9195,45
85008055776,543.8757,495.2993,456.3816,45
85008055805,504.2437,496.2035,484.0351,45
85008068845,503.5809,457.8669,490.4884,45
85008068854,513.2369,458.1106,455.2679,45
85008068855,527.644,463.5546,462.4152,45
85008068859,522.3739,450.1952,474.9445,45
85008068861,528.2379,474.2219,476.3211,45
85008068869,540.9537,464.2139,476.6617,45
85008068872,539.2357,467.0489,487.1988,45
85008068970,510.5529,483.192,470.4044,45
85008068972,508.5134,481.6816,484.8051,45
85008068973,542.0054,481.388,492.4395,45
85008068974,516.7419,481.3153,455.6727,45
85008199770,487.4181,548.7776,519.6073,44
85008202707,502.7315,493.9939,465.8287,44
85008202731,525.4743,496.6854,454.5135,44
85008202737,528.2946,499.8268,455.427,44
85008202758,511.4866,490.6746,459.4015,44
85008216046,512.0859,458.8819,452.5715,44
85008216047,512.2792,451.6785,455.7561,44
85008216048,523.0234,467.5735,456.4892,44
85008216050,523.2814,455.3904,458.4204,44
85008216053,507.9099,451.8622,463.5496,44
85008216054,529.051,455.5287,467.2838,44
85008216055,509.2348,459.3186,473.1711,44
85008216059,520.3574,455.9137,481.7335,44
85008216061,535.8759,457.7764,481.7758,44
85008216064,520.3257,459.8875,492.1269,44
85008216066,543.2559,462.344,490.082,44
85008216067,508.1995,450.1411,498.9266,44
85008216087,515.1149,475.0939,497.826,44
85008216092,544.7415,479.5847,481.1421,44
85008216163,536.6313,485.6953,468.7153,44
85008216168,504.9425,485.8263,490.0619,44
85008335069,501.9111,471.1583,450.6978,43
85008335071,501.485,477.0764,457.0693,43
85008350631,485.6705,546.9836,527.073,43
85008353769,510.0844,493.3506,463.2157,43
85008367304,527.5569,466.3776,453.9628,43
85008367307,524.0909,467.4244,456.9258,43
85008367311,529.4036,463.1277,464.6725,43
85008367313,529.1893,464.8735,466.2711,43
85008367315,545.635,456.3586,479.7132,43
85008367322,512.6312,470.8465,486.3391,43
85008367325,514.0109,471.0941,488.5007,43
85008367326,532.1415,457.3336,492.6385,43
85008367328,549.4946,454.8026,495.0258,43
85008367331,521.6203,465.9171,491.92,43
85008367363,507.7209,477.9788,481.6322,43
85008367385,503.6993,481.5463,459.8171,43
85008367446,507.7715,482.7061,489.083,43
85008367450,508.0842,484.3181,464.31,43
85008367451,507.2433,482.2454,493.9568,43
85008367825,500.2632,465.247,454.8855,43
85008507522,503.2841,494.5279,470.3065,42
85008507544,529.2336,495.5001,458.1551,42
85008507549,535.133,495.9004,467.1788,42
85008507564,506.4178,491.6922,474.6394,42
85008507565,540.1437,493.1683,456.8126,42
85008521433,512.1224,457.5589,451.813,42
85008521435,513.1275,461.8042,452.3576,42
85008521437,545.1282,452.2376,456.3988,42
85008521438,526.6539,466.9118,458.2636,42
85008521442,527.535,466.6414,460.5765,42
85008521452,524.315,469.0662,484.2322,42
85008521453,548.6359,454.7966,486.3101,42
85008521458,533.0276,457.9828,491.3362,42
85008521461,525.3817,466.5724,492.1921,42
85008521463,537.1135,463.9279,491.0403,42
85008521492,520.7092,477.544,475.5205,42
85008521493,517.9617,477.66,477.6909,42
85008521494,520.5779,478.3057,475.2524,42
85008521500,507.2941,463.7451,472.8498,42
85008521572,525.8611,484.6371,459.2718,42
85008521573,528.6923,483.7118,458.3983,42
85008521576,515.8339,481.2701,490.2551,42
85008664995,502.0572,497.3838,484.9095,41
85008665022,534.9753,497.5396,467.9793,41
85008665025,510.1984,494.2045,471.4847,41
85008665033,542.1844,490.9494,496.1544,41
85008665038,538.6268,490.4377,455.6166,41
85008665062,505.3062,495.274,478.9098,41
85008679224,542.8307,466.0359,454.7664,41
85008679225,522.0038,456.5621,454.7711,41
85008679230,518.5848,452.114,459.551,41
85008679231,530.8926,456.7851,470.277,41
85008679237,521.9231,452.7039,485.7839,41
85008679241,529.1862,459.5937,493.8103,41
85008679247,514.8688,458.9303,499.6499,41
85008679249,523.6177,462.6259,499.9891,41
85008679274,528.4874,478.2686,463.5464,41
85008679369,542.1633,487.0832,475.0806,41
85008679370,507.7769,486.5824,485.1354,41
85008679371,529.7616,483.6809,467.2094,41
85008679372,528.3817,483.8947,467.6375,41
85008679376,505.7799,487.5154,477.8846,41
85008822697,479.8164,548.5576,502.2339,40
85008822699,477.0256,547.7809,502.1194,40
85008822785,502.9359,468.1848,470.8205,40
85008826027,548.7239,498.3752,455.8103,40
85008826028,510.9034,491.2867,459.1812,40
85008826029,541.4469,499.1391,457.2729,40
85008826049,542.8151,490.9382,487.2704,40
85008826050,541.2039,494.002,457.4022,40
85008840553,503.7448,453.6754,477.5689,40
85008840558,510.3091,458.9529,450.0661,40
85008840559,510.129,470.3204,456.6808,40
85008840565,515.6923,454.0198,460.3656,40
85008840569,511.2869,459.6212,473.2672,40
85008840570,527.1813,453.0151,480.816,40
85008840572,530.5095,472.4406,477.481,40
85008840573,511.3122,464.57,488.1461,40
85008840576,543.3956,456.7296,489.3524,40
85008840696,541.8481,485.4729,460.7656,40
85008841212,501.3935,493.5397,451.7261,40
85008990102,531.7487,492.7576,450.2674,39
85008990127,546.0878,493.4988,461.1046,39
85009004641,519.0443,456.1052,452.4282,39
85009004643,516.0555,457.8982,451.9481,39
85009004647,524.4147,455.1647,460.1873,39
85009004649,528.1641,467.001,461.1007,39
85009004652,540.0508,468.1832,466.0843,39
85009004654,514.4414,466.687,468.0368,39
85009004656,513.9656,450.2711,480.7234,39
85009004659,532.6594,461.8468,485.5206,39
85009004666,520.571,472.3595,485.0611,39
85009004668,532.1885,464.3274,490.2383,39
85009004672,528.4319,460.6362,494.2162,39
85009004697,531.726,479.2486,472.1372,39
85009004698,506.1576,453.4101,461.743,39
85009004700,505.7469,479.8244,497.9047,39
85009004773,539.6382,486.2699,489.9529,39
85009004774,535.1099,485.0351,457.9029,39
85009004775,535.6421,485.4017,456.4759,39
85009004776,537.2681,482.18,470.8005,39
85009004778,508.1753,482.7087,486.1829,39
85009004779,506.766,486.293,457.9369,39
85009005200,500.4856,477.1032,458.0355,39
85009005314,501.2495,460.9009,480.7685,39
85009153599,501.5214,453.3811,480.229,38
85009157036,507.1602,493.2317,453.8633,38
85009157057,547.4429,498.6859,473.1765,38
85009157065,541.2285,494.8318,457.1843,38
85009157066,543.5629,493.49,479.8849,38
85009157079,541.175,499.5061,499.1563,38
85009171644,502.4805,450.2038,487.113,38
85009171653,514.515,458.1421,451.4374,38
85009171657,513.684,463.6914,453.0125,38
85009171660,532.3732,476.1313,457.1954,38
85009171664,524.8892,474.0945,462.3374,38
85009171665,545.155,472.2714,460.9372,38
85009171670,532.2372,469.4254,469.559,38
85009171675,531.7885,470.865,471.8871,38
85009171679,526.5834,469.8885,486.1738,38
85009171681,520.6812,471.9589,486.3905,38
85009171683,517.9657,470.0253,490.1775,38
85009171684,549.9714,472.4228,490.2044,38
85009171686,514.8362,454.7914,497.856,38
85009171690,509.8835,469.9292,499.1069,38
85009171725,504.7031,466.3065,490.382,38
85009171726,503.9579,451.2817,482.2708,38
85009171796,538.4103,486.8786,468.6243,38
85009171798,535.5763,481.635,483.6166,38
85009171802,539.4865,482.361,469.2708,38
85009171803,508.6255,480.7834,496.636,38
85009171804,510.4688,482.2983,471.7209,38
85009171805,518.2731,482.1208,455.2066,38
85009171806,505.1254,486.0779,472.7457,38
85009323393,525.7898,497.5168,499.7607,37
85009325017,501.2828,495.149,465.7695,37
85009325434,541.4202,499.6881,456.0844,37
85009325442,533.618,496.4914,462.144,37
85009340508,521.1877,456.3723,453.4686,37
85009340512,524.9898,466.6578,457.9721,37
85009340514,532.9854,466.9321,463.1145,37
85009340518,523.0604,456.0808,464.8952,37
85009340525,513.9598,475.7001,469.3781,37
85009340526,534.3073,469.2745,471.4026,37
85009340539,525.646,460.9306,499.906,37
85009340541,526.3472,451.713,493.837,37
85009340554,529.0331,453.3911,499.0544,37
85009340567,515.0536,478.6941,474.2841,37
85009340571,504.0324,452.9051,451.5036,37
85009340572,506.6995,463.5715,493.4307,37
85009340659,537.441,482.3958,470.6711,37
85009341148,500.1812,479.1045,462.8265,37
85009341238,500.4869,479.9315,467.7147,37
85009341251,500.0302,489.6491,484.4478,37
85009493210,500.2949,494.3758,476.0418,36
85009494769,536.9445,495.229,499.4852,36
85009496798,548.8445,490.7589,468.871,36
85009496821,504.2296,495.9639,483.427,36
85009511954,530.2842,466.811,458.7483,36
85009511955,512.1439,459.2769,451.9644,36
85009511960,520.3137,455.4313,458.1276,36
85009511962,507.8195,454.9031,473.7266,36
85009511963,541.3447,467.466,468.0493,36
85009511964,522.6182,450.0851,474.0296,36
85009511965,539.5258,465.6768,471.9684,36
85009511966,515.2543,466.3042,468.315,36
85009511969,510.4461,475.5345,479.8787,36
85009511973,521.4944,467.0469,489.0213,36
85009511989,523.8674,463.5084,497.3268,36
85009512019,517.8602,477.4801,475.7178,36
85009512020,538.3655,476.4398,489.305,36
85009512024,504.886,451.7723,479.594,36
85009512111,537.8114,488.3835,456.3705,36
85009512116,509.3552,481.3743,474.9847,36
85009512117,505.7877,483.1729,464.2094,36
85009512118,505.502,485.9508,472.0194,36
85009512521,501.2513,469.8145,450.9181,36
85009669801,502.2589,492.1042,470.6329,35
85009669823,536.8255,493.3782,461.0233,35
85009669824,548.7762,497.1721,468.4804,35
85009669833,544.82,493.3134,469.4335,35
85009685329,507.3421,470.603,452.2548,35
85009685333,510.689,474.0468,454.7349,35
85009685341,531.6824,471.7876,467.9868,35
85009685343,513.947,475.6663,470.3174,35
85009685350,509.8961,465.7292,488.1842,35
85009685392,516.6776,479.3946,462.5388,35
85009685483,515.512,488.5893,458.0283,35
85009685487,506.4722,483.4154,489.3631,35
85009843226,501.7685,492.5292,472.9432,34
85009845286,524.947,498.2432,454.4821,34
85009845300,524.5525,498.8362,461.4915,34
85009845311,543.7862,491.972,487.8678,34
85009845330,540.687,499.8691,498.8647,34
85009845350,503.9662,495.226,465.9713,34
85009861013,519.9058,462.4316,456.0272,34
85009861014,513.6667,450.1938,457.4041,34
85009861016,519.8198,450.6941,459.4576,34
85009861017,537.9092,474.7683,459.8286,34
85009861018,538.8492,451.322,462.0172,34
85009861029,518.2159,462.0313,491.2984,34
85009861033,533.0449,464.4475,489.5209,34
85009861035,529.2847,464.2704,489.3399,34
85009861036,542.3174,453.2737,493.4647,34
85009861041,520.0125,469.7554,492.6915,34
85009861048,511.5041,459.7059,497.8807,34
85009861090,502.7391,483.989,450.6989,34
85009861149,531.4725,488.656,462.1406,34
85009861151,542.684,485.3394,472.3948,34
85009861152,538.8644,485.5631,469.1171,34
85009861153,515.3096,487.1795,459.0785,34
85009861155,535.0302,480.7364,499.5546,34
85009861156,517.8253,481.2488,464.0739,34
85009861157,535.821,481.2885,458.8347,34
85009861694,500.2513,466.2738,498.8814,34
85010020893,503.3909,489.8135,454.4589,33
85010023025,503.3737,495.4227,492.6577,33
85010023057,511.4526,495.5664,472.1735,33
85010023062,540.9268,491.3157,484.8609,33
85010038738,513.7054,466.9461,451.3519,33
85010038742,534.0803,457.5761,450.8948,33
85010038743,520.3733,450.5573,454.7676,33
85010038744,525.3883,467.7931,453.6429,33
85010038748,510.2371,459.609,454.2978,33
85010038750,519.1884,450.6771,459.7574,33
85010038753,518.6542,472.269,462.1869,33
85010038756,514.6902,461.762,467.179,33
85010038757,531.6166,457.8735,472.6493,33
85010038758,538.4124,465.2087,469.5954,33
85010038762,540.5551,462.7094,479.9883,33
85010038763,522.8425,452.814,487.4557,33
85010038764,525.1035,471.1512,484.0132,33
85010038765,529.546,455.9031,486.5118,33
85010038772,521.3102,464.1294,493.5008,33
85010038781,526.0492,464.0321,494.8485,33
85010038811,531.9348,476.5389,463.1212,33
85010038813,506.7272,469.8423,454.1247,33
85010038814,505.9718,453.6584,462.544,33
85010038908,510.3139,488.4312,487.9847,33
85010038909,508.892,489.0026,489.0842,33
85010038915,521.4498,486.9153,458.935,33
85010038916,533.8284,483.0144,451.1524,33
85010038917,504.8259,482.0327,465.2606,33
85010039364,500.9493,474.5627,451.5016,33
85010039370,500.4716,475.1178,453.725,33
85010039458,500.6378,482.2083,478.3627,33
85010198953,485.2198,547.9064,531.2141,32
85010202691,538.0743,494.8373,451.7261,32
85010202692,532.7075,498.8736,453.9979,32
85010218527,502.2862,480.653,466.8947,32
85010218535,512.3568,457.8241,452.6463,32
85010218536,529.918,463.2834,452.0759,32
85010218543,532.1437,457.5475,456.4792,32
85010218547,524.0212,455.5595,461.347,32
85010218548,534.9155,468.6432,462.792,32
85010218553,546.8967,465.206,472.2562,32
85010218554,512.0186,466.9655,467.9454,32
85010218560,522.4146,454.5264,483.9954,32
85010218564,524.9788,467.4778,487.14,32
85010218565,527.0807,469.2563,486.9134,32
85010218699,517.8102,486.7612,467.2178,32
85010218700,539.7422,482.7472,493.5484,32
85010218703,531.2834,482.2363,467.9521,32
85010218709,510.6593,480.6729,490.3972,32
85010218710,511.2086,482.166,452.1203,32
85010384966,517.0577,497.6656,455.076,31
85010384975,520.7221,499.2983,457.3398,31
85010384986,539.4372,497.7506,482.3097,31
85010401101,502.1691,487.6028,486.5753,31
85010401108,523.6311,467.6009,455.5251,31
85010401110,516.0456,457.592,451.8208,31
85010401115,522.5936,456.8263,454.5518,31
85010401116,521.9009,468.1919,456.1224,31
85010401121,529.5689,475.7392,463.1714,31
85010401124,513.4879,475.755,472.2469,31
85010401129,541.718,451.5531,486.2749,31
85010401130,538.5113,464.4535,478.8639,31
85010401134,541.6447,454.0789,492.1887,31
85010401137,526.0386,452.5162,491.9677,31
85010401138,527.5248,465.3623,488.877,31
85010401140,527.0496,462.2576,488.7728,31
85010401171,519.6672,474.5402,479.3022,31
85010401175,547.6007,477.9107,474.7553,31
85010401184,502.7948,452.1165,450.4171,31
85010401247,506.0295,484.9998,457.2723,31
85010401248,504.2084,485.5818,489.4864,31
85010401249,506.5918,483.9252,478.61,31
85010401250,506.4393,484.9057,469.6476,31
85010546519,500.7201,470.4312,450.1684,30
85010565815,480.3387,549.6613,501.2268,30
85010567514,503.2788,488.6626,472.0979,30
85010569635,502.9903,493.2132,492.2347,30
85010569653,510.6731,491.4505,456.4254,30
85010586111,503.1554,452.709,479.6034,30
85010586112,502.8077,487.0675,485.0409,30
85010586123,548.2249,452.7414,457.4647,30
85010586131,509.5451,458.8916,472.6794,30
85010586132,528.7766,455.9146,473.8213,30
85010586140,535.2601,458.6898,482.3758,30
85010586146,530.3817,463.3094,489.1458,30
85010586149,547.8034,469.1526,487.0281,30
85010586151,507.4353,462.3665,493.8856,30
85010586152,526.3126,470.0616,487.5536,30
85010586153,516.777,473.6966,496.3697,30
