#OK
#SQL= select fofId, x, y, z, np from MDR1..FOF f  
#	where f.x between 450 and 470 
#	and f.y between 450 and 470
#	and f.z between 450 and 470
#MAXROWS UNLIMITED
#QUERYTIMEOUT 2400 sec
#DATE 2013-10-04 15:28:24.435 CEST
#QUERYTIME 25956 millisec
#COLUMN 1 name=fofId JDBC_TYPE=-5 JDBC_TYPENAME=bigint
#COLUMN 2 name=x JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 3 name=y JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 4 name=z JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 5 name=np JDBC_TYPE=4 JDBC_TYPENAME=int
fofId,x,y,z,np
42000187170,457.8698,465.5493,457.0873,495
42000264187,461.7595,464.939,463.4464,399
42000528833,464.3438,464.1218,463.6052,252
42000564182,463.7132,465.1354,463.3423,241
42000567567,467.6017,456.8708,465.6661,240
42000592149,464.5352,464.742,463.4233,233
42000626802,454.932,462.2697,452.3699,224
42000630877,462.9692,469.8964,464.8293,223
42000773031,452.7611,469.9476,462.455,193
42000784589,450.8808,457.577,468.6151,191
42000885080,463.5855,466.5519,459.7325,175
42000899043,467.9153,462.432,464.5559,173
42000943690,460.0612,457.6794,468.3803,167
42000966853,468.2148,456.5965,466.8568,164
42001091067,451.1925,458.6337,462.8582,150
42001219487,458.1414,459.1673,468.4997,138
42001280598,464.9899,450.7428,461.4985,133
42001306511,459.4306,460.4593,466.5103,131
42001319866,466.1355,454.8092,469.3515,130
42001333368,458.7795,461.4216,463.7167,129
42001389809,469.3774,462.1309,454.552,125
42001419644,455.1914,462.8115,452.0806,123
42001434990,461.4393,467.4996,458.7862,122
42001515828,460.0931,462.6636,463.884,117
42001623307,455.5587,461.4373,451.3198,111
42001623310,466.5683,464.3544,464.7049,111
42001681275,469.9348,463.5702,465.2159,108
42001722192,467.5678,458.9964,463.5954,106
42001743483,463.306,468.8866,463.2129,105
42001983105,460.4078,459.0444,467.3592,95
42002094589,458.3049,460.5631,469.6507,91
42002504483,452.1615,466.7776,461.7705,79
42002545046,453.0886,460.2465,462.4552,78
42002586398,460.1679,466.3839,458.8421,77
42002814141,467.451,457.5595,465.3805,72
42002915056,465.1155,465.4925,463.2855,70
42002915057,451.5761,455.3002,468.966,70
42003325203,450.0597,456.0726,463.321,63
42003532005,459.2068,460.2907,467.1028,60
42003606057,464.9201,465.9106,460.136,59
42003606060,466.2244,465.0969,465.7728,59
42003682924,469.9945,459.8467,466.346,58
42003846106,457.3971,469.9545,450.0182,56
42003846115,469.3697,469.9608,454.9988,56
42003846118,460.1201,456.8646,465.6218,56
42004022552,454.9347,462.1693,457.5905,54
42004022553,452.9223,460.4217,460.746,54
42004213381,466.948,468.722,457.073,52
42004213387,456.4383,455.6238,467.9337,52
42004213389,460.7185,450.5328,469.4379,52
42004213391,463.8373,469.7883,467.5021,52
42004315508,460.9457,468.5934,456.9562,51
42004315509,459.6777,469.9115,456.8279,51
42004315513,458.8624,458.8399,468.2798,51
42004421125,466.0273,461.9671,451.5558,50
42004421139,456.4215,463.7607,457.1701,50
42004421145,466.7068,459.786,465.6575,50
42004531741,469.4638,455.3382,462.9533,49
42004531744,456.2917,455.9662,467.3183,49
42004647683,461.3731,466.7466,460.0341,48
42004647686,458.3403,461.1397,462.1153,48
42004647690,468.4912,457.1291,466.8387,48
42004647691,469.0715,459.2853,466.5276,48
42004894255,464.9129,462.248,451.7095,46
42004894267,460.0798,465.5484,454.9077,46
42004894269,457.4659,461.2003,461.0795,46
42005026717,461.2997,465.9604,461.5789,45
42005026720,461.2734,460.7636,465.6994,45
42005026721,468.2975,458.3829,466.5988,45
42005026725,468.1901,464.9792,465.6525,45
42005165213,454.9953,465.8499,451.3366,44
42005165238,459.5615,460.7206,465.9851,44
42005311410,463.7318,469.9547,463.1463,43
42005463567,457.2638,464.3979,457.5001,42
42005463571,454.2112,466.1368,459.3252,42
42005623675,459.1598,459.1798,467.8355,41
42005791005,457.7253,460.3027,464.1777,40
42006349569,462.168,469.0147,459.0579,37
42006555365,455.144,450.3481,456.215,36
42006555368,458.6346,464.9973,459.1033,36
42007002469,466.3309,466.6783,457.011,34
42007002474,452.0764,459.2725,461.3404,34
42007002479,460.3103,463.0594,463.6081,34
42007245327,450.5251,468.3273,457.5873,33
42007245334,467.5184,451.2274,464.7501,33
42007771700,457.6321,459.4512,462.1798,31
42007771706,458.614,459.6721,463.6547,31
42007771708,459.5679,454.9451,467.7238,31
42007771709,461.1133,464.808,463.3586,31
42008058604,450.0887,464.6073,460.8112,30
42008058608,450.6714,455.3922,466.0175,30
42008058609,467.6088,463.178,464.6685,30
42008058612,469.1909,463.4847,464.9836,30
42008361090,460.2348,469.1413,454.256,29
42008361099,461.3278,467.3306,459.0018,29
42008361100,461.9408,466.9796,459.6523,29
42008361111,450.4674,450.9338,465.9059,29
42008361250,457.0563,456.1579,453.585,29
42008683433,461.1862,469.3494,457.0254,28
42008683437,450.4171,457.4406,459.7453,28
42008683446,459.6053,455.3312,467.2753,28
42008683448,461.2071,464.3098,463.6156,28
42008683449,463.782,468.9094,462.9653,28
42009025181,465.1052,464.4086,463.1657,27
42009025184,463.6932,468.2896,463.2674,27
42009025188,451.2742,469.4757,464.0946,27
42009389405,458.2241,463.6591,459.8719,26
42009389409,450.8405,458.1159,463.5274,26
42009389411,461.4468,466.4484,461.3286,26
42009389413,450.032,455.0001,465.913,26
42009779106,468.6583,463.1483,460.7592,25
42009779109,464.576,450.189,461.2686,25
42009779116,451.6393,466.4496,462.0617,25
42009779127,450.5046,454.9684,468.2094,25
42010196760,459.5439,468.9345,451.582,24
42010196832,467.2167,455.6753,467.4336,24
42010644098,467.3014,462.2017,452.4871,23
42010644101,464.5497,464.2772,452.3683,23
42010644169,461.1804,467.9169,458.596,23
42010644193,453.4836,450.4952,469.5831,23
42010644199,468.5329,465.3484,465.3796,23
42011124985,458.3358,462.5992,452.992,22
42011124991,467.108,462.0444,452.277,22
42011125029,456.5524,457.2838,453.7443,22
42011125039,452.3535,459.5638,461.2638,22
42011125052,467.442,454.3665,466.2346,22
42011125053,450.9397,465.8524,462.3436,22
42011125058,460.1191,451.5677,469.1341,22
42011125066,465.3748,456.4917,468.2498,22
42011125072,459.9373,458.6508,467.7624,22
42011125074,455.0443,468.3831,468.3087,22
42011125205,460.3403,469.6681,453.4445,22
42011644510,469.9673,460.2473,456.4686,21
42011644513,458.4384,465.4512,458.0025,21
42011644518,467.0817,453.7134,463.9192,21
42011644528,460.4059,463.8116,463.2611,21
42011644536,466.0867,461.1008,465.1125,21
42011644539,466.833,463.8371,464.6692,21
42011644544,465.9888,455.1454,469.3929,21
42011644548,469.7707,459.0592,467.876,21
42011644550,458.3201,460.7072,469.3295,21
42012206493,465.0282,463.5723,451.9761,20
42012206502,455.9555,458.8078,452.7342,20
42012206588,461.6812,469.6219,456.6328,20
42012206613,467.5329,458.7769,466.1277,20
42012206616,462.9691,458.3835,466.9456,20
42012206618,460.5869,458.4055,467.5614,20
42012206621,450.839,469.6185,464.8307,20
42012206624,451.7556,458.5273,468.2744,20
42012206625,467.1911,462.9917,465.0229,20
42012206626,466.4936,464.9447,465.5561,20
44000019453,462.8817,469.8453,463.3986,2120
44000159633,464.4538,464.9359,463.5042,665
44000240541,461.9875,465.2407,463.3371,512
44000258084,458.0922,466.0005,457.1644,489
44000399368,455.2119,462.9172,452.4057,364
44000467613,463.8548,465.4695,463.2549,326
44000581974,467.5431,457.3368,465.8833,279
44000744681,467.8377,462.8909,464.5711,233
44000814020,468.1104,457.0799,466.9253,218
44000845048,451.1179,457.634,468.6099,212
44001033039,466.0638,455.101,469.4768,182
44001040619,460.0899,458.0605,468.4078,181
44001087428,451.4252,458.8899,462.9891,175
44001155213,461.6415,467.9705,458.8391,167
44001396396,460.2607,463.0973,463.9027,144
44001487009,463.597,467.0718,459.7598,137
44001514711,455.6745,461.8644,451.5551,135
44001528871,465.0621,451.071,461.6814,134
44001651382,469.8662,463.8872,465.0838,126
44001667854,458.4674,459.3399,468.4553,125
44001684359,459.0023,461.7961,463.8412,124
44001684361,458.567,460.6148,469.5582,124
44001754039,467.559,459.3973,463.8715,120
44001772540,459.6114,460.753,466.5051,119
44001810160,466.5433,464.628,464.4962,117
44001849042,469.4741,462.6897,454.6834,115
44002092005,460.4398,459.3517,467.422,104
44002116873,459.4774,460.4107,466.9699,103
44002142329,464.9954,465.7159,463.1686,102
44002428431,467.4825,457.8764,465.5515,92
44002460958,453.2997,460.4947,462.4818,91
44002460961,458.9915,459.1563,468.2071,91
44002710438,460.3698,466.937,458.9391,84
44003009247,452.3928,467.1148,461.6337,77
44003009248,469.8751,460.256,466.311,77
44003009249,466.2528,465.3387,465.4694,77
44003105755,456.7432,464.3214,457.2876,75
44003429014,453.1166,460.7084,460.9018,69
44003614119,451.764,455.4857,469.1006,66
44003748235,456.4647,456.3134,467.6052,64
44003891561,461.6552,467.1698,459.9602,62
44003891566,456.5888,456.0125,468.1378,62
44003967012,469.3968,455.8184,463.2055,61
44003967013,458.0781,460.7428,464.2553,61
44003967015,459.7853,460.9455,466.0735,61
44004045897,460.257,457.3315,465.8403,60
44004045898,460.9169,450.9919,469.685,60
44004211409,460.1267,466.2104,455.1109,58
44004298749,466.7364,460.0944,465.6639,57
44004389399,456.4755,451.1334,450.1152,56
44004389413,466.9538,469.327,457.0643,56
44004581550,456.8114,469.6194,450.0119,54
44004581569,461.204,469.1649,457.0114,54
44004581576,468.9777,459.5524,466.4369,54
44004684670,457.6409,461.7083,461.3152,53
44004791037,450.151,456.4527,463.58,52
44004791038,461.6309,466.2819,461.6148,52
44004901099,455.2137,462.6427,457.6957,51
44004901104,461.9614,467.551,459.6428,51
44004901105,464.8656,466.4275,460.2274,51
44004901108,460.4639,463.35,463.7612,51
44005136162,466.1377,462.4904,451.7714,49
44005136186,459.3085,459.4379,467.8531,49
44005260954,461.2899,461.1178,465.7302,48
44005528411,455.2004,466.3401,451.4957,46
44005528412,465.0728,462.7888,451.8917,46
44005528434,452.3068,459.6532,461.5217,46
44005528441,468.1865,458.6903,466.5226,46
44005671697,455.2318,450.7346,456.3985,45
44005671708,458.4027,461.6222,462.3126,45
44005821671,454.5265,466.4753,459.2688,44
44005821674,463.07,465.2872,463.302,44
44005821681,460.022,458.8471,467.6481,44
44005978881,468.1493,465.2011,465.328,43
44006316518,457.5611,464.9167,457.5033,41
44006688802,462.326,469.3873,458.9031,39
44006887765,460.5393,457.4205,465.7738,38
44007318694,450.8669,468.7104,457.4901,36
44007318701,467.4285,451.7305,464.9603,36
44007551351,460.3891,469.7525,454.4859,35
44007551359,466.3672,467.322,457.1674,35
44007551364,457.7669,460.0073,462.4012,35
44007551368,458.7331,460.1613,463.8425,35
44007551370,467.5752,463.4306,464.4964,35
44007796536,456.0532,459.3488,452.9211,34
44007796575,450.5166,451.3897,466.1678,34
44007796577,459.6296,455.4559,467.919,34
44007796649,455.7985,460.9077,453.2766,34
44008053775,451.0402,458.3665,463.5283,33
44008053779,451.308,466.0282,462.143,33
44008325296,469.2581,462.6405,455.4775,32
44008325313,469.1636,463.7771,464.8554,32
44008612171,450.3947,464.7719,460.7758,31
44008612174,450.7061,455.6562,466.1942,31
44008612183,451.6875,469.6899,463.8047,31
44008915448,458.7385,465.5901,459.1017,30
44009235944,465.1014,464.1011,452.2071,29
44009235986,468.6403,463.7001,460.9005,29
44009235999,467.2343,456.112,467.5337,29
44009236003,451.8531,458.4521,468.3165,29
44009573664,450.5869,457.8634,459.9583,28
44009573678,459.8786,461.2507,465.9247,28
44009932054,450.0625,454.148,465.7733,27
44009932058,453.5464,450.8807,469.8822,27
44009932061,461.6576,464.6633,463.4039,27
44009932064,466.1232,461.3963,465.0199,27
44010313122,467.0981,454.1731,464.146,26
44010313124,450.1079,455.2748,466.0345,26
44010313131,452.0133,466.7268,461.8752,26
44010313132,459.6848,455.8454,467.4884,26
44010313135,460.2686,451.939,469.4322,26
44010313147,468.4923,465.481,465.163,26
44010718890,459.6037,469.5779,451.8932,25
44010718893,455.9008,459.9883,453.1455,25
44010718945,464.8092,450.6469,461.3897,25
44010718959,461.5799,466.7827,461.3028,25
44010718963,463.5017,469.1735,462.9214,25
44010718965,461.0062,459.21,467.2759,25
44010718967,450.6952,455.18,468.3785,25
44011150126,464.6668,464.7933,452.6142,24
44011150187,457.2906,465.0494,457.4114,24
44011150195,459.035,459.5748,463.7851,24
44011150203,463.6074,468.8286,463.0411,24
44011150208,465.4227,456.8219,468.3458,24
44011613076,457.1177,456.7168,453.6978,23
44011613080,450.7288,461.3602,456.3104,23
44011613106,460.5158,458.8326,467.599,23
44011613264,458.4864,456.9542,453.4502,23
