#OK
#SQL= select fofID, mass, np from miniMDR1..FOF as m where m.snapnum = 85 order by np desc
#MAXROWS UNLIMITED
#QUERYTIMEOUT 2400 sec
#DATE 2014-05-27 10:38:29.711 CEST
#QUERYTIME 55 millisec
#COLUMN 1 name=fofID JDBC_TYPE=-5 JDBC_TYPENAME=bigint
#COLUMN 2 name=mass JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 3 name=np JDBC_TYPE=4 JDBC_TYPENAME=int
fofID,mass,np
85002945327,1.20349799E12,138
85002945336,1.20349799E12,138
85002943491,1.20349799E12,138
85002945326,1.20349799E12,138
85002943489,1.20349799E12,138
85002945660,1.20349799E12,138
85002945324,1.20349799E12,138
85002943490,1.20349799E12,138
85002945330,1.20349799E12,138
85002945325,1.20349799E12,138
85002943467,1.20349799E12,138
85002945350,1.20349799E12,138
85002965698,1.19477699E12,137
85002963481,1.19477699E12,137
85002963261,1.19477699E12,137
85002963480,1.19477699E12,137
85002963280,1.19477699E12,137
85002963479,1.19477699E12,137
85002963284,1.19477699E12,137
85002963262,1.19477699E12,137
85002965420,1.19477699E12,137
85002963500,1.19477699E12,137
85002965411,1.19477699E12,137
85002963497,1.19477699E12,137
85002965409,1.19477699E12,137
85002965412,1.19477699E12,137
85002963498,1.19477699E12,137
85002965695,1.19477699E12,137
85002965693,1.19477699E12,137
85002965410,1.19477699E12,137
85002963499,1.19477699E12,137
85002965678,1.19477699E12,137
85002965430,1.19477699E12,137
85002963505,1.19477699E12,137
85002963503,1.19477699E12,137
85002983887,1.18605598E12,136
85002983889,1.18605598E12,136
85002983647,1.18605598E12,136
85002983888,1.18605598E12,136
85002983671,1.18605598E12,136
85002983845,1.18605598E12,136
85002985804,1.18605598E12,136
85002986060,1.18605598E12,136
85002985803,1.18605598E12,136
85002986061,1.18605598E12,136
85002986067,1.18605598E12,136
85002986139,1.18605598E12,136
85002983901,1.18605598E12,136
85002983903,1.18605598E12,136
85002983904,1.18605598E12,136
85002983902,1.18605598E12,136
85002986143,1.18605598E12,136
85002986121,1.18605598E12,136
85002986070,1.18605598E12,136
85003004227,1.17733497E12,135
85003006779,1.17733497E12,135
85003004450,1.17733497E12,135
85003006780,1.17733497E12,135
85003004232,1.17733497E12,135
85003004459,1.17733497E12,135
85003006468,1.17733497E12,135
85003004455,1.17733497E12,135
85003004454,1.17733497E12,135
85003004468,1.17733497E12,135
85003004469,1.17733497E12,135
85003004409,1.17733497E12,135
85003006467,1.17733497E12,135
85003006784,1.17733497E12,135
85003004410,1.17733497E12,135
85003004470,1.17733497E12,135
85003006466,1.17733497E12,135
85003004471,1.17733497E12,135
85003004473,1.17733497E12,135
85003006701,1.17733497E12,135
85003024854,1.16861397E12,134
85003025110,1.16861397E12,134
85003024855,1.16861397E12,134
85003024856,1.16861397E12,134
85003025114,1.16861397E12,134
85003025111,1.16861397E12,134
85003024857,1.16861397E12,134
85003027354,1.16861397E12,134
85003027355,1.16861397E12,134
85003027356,1.16861397E12,134
85003025112,1.16861397E12,134
85003025113,1.16861397E12,134
85003024858,1.16861397E12,134
85003023136,1.16861397E12,134
85003027353,1.16861397E12,134
85003027362,1.16861397E12,134
85003024859,1.16861397E12,134
85003027009,1.16861397E12,134
85003027292,1.16861397E12,134
85003027008,1.16861397E12,134
85003025130,1.16861397E12,134
85003027005,1.16861397E12,134
85003025131,1.16861397E12,134
85003027002,1.16861397E12,134
85003025132,1.16861397E12,134
85003027351,1.16861397E12,134
85003027006,1.16861397E12,134
85003027007,1.16861397E12,134
85003027293,1.16861397E12,134
85003027004,1.16861397E12,134
85003027003,1.16861397E12,134
85003027061,1.16861397E12,134
85003025133,1.16861397E12,134
85003027341,1.16861397E12,134
85003027300,1.16861397E12,134
85003045792,1.15989296E12,133
85003048424,1.15989296E12,133
85003045793,1.15989296E12,133
85003045804,1.15989296E12,133
85003045807,1.15989296E12,133
85003045789,1.15989296E12,133
85003045790,1.15989296E12,133
85003048356,1.15989296E12,133
85003045791,1.15989296E12,133
85003048426,1.15989296E12,133
85003048350,1.15989296E12,133
85003048349,1.15989296E12,133
85003044087,1.15989296E12,133
85003048080,1.15989296E12,133
85003048079,1.15989296E12,133
85003046048,1.15989296E12,133
85003048076,1.15989296E12,133
85003048420,1.15989296E12,133
85003048353,1.15989296E12,133
85003046053,1.15989296E12,133
85003048077,1.15989296E12,133
85003048078,1.15989296E12,133
85003048394,1.15989296E12,133
85003046050,1.15989296E12,133
85003067647,1.15117195E12,132
85003067646,1.15117195E12,132
85003067649,1.15117195E12,132
85003067648,1.15117195E12,132
85003067410,1.15117195E12,132
85003067411,1.15117195E12,132
85003067652,1.15117195E12,132
85003069939,1.15117195E12,132
85003069644,1.15117195E12,132
85003067669,1.15117195E12,132
85003069643,1.15117195E12,132
85003069642,1.15117195E12,132
85003067667,1.15117195E12,132
85003067665,1.15117195E12,132
85003067666,1.15117195E12,132
85003069639,1.15117195E12,132
85003067668,1.15117195E12,132
85003069641,1.15117195E12,132
85003067670,1.15117195E12,132
85003069658,1.15117195E12,132
85003069652,1.15117195E12,132
85003069640,1.15117195E12,132
85003069975,1.15117195E12,132
85003069656,1.15117195E12,132
85003069915,1.15117195E12,132
85003091884,1.14245108E12,131
85003091881,1.14245108E12,131
85003091886,1.14245108E12,131
85003089544,1.14245108E12,131
85003091942,1.14245108E12,131
85003091620,1.14245108E12,131
85003091605,1.14245108E12,131
85003091603,1.14245108E12,131
85003091880,1.14245108E12,131
85003091604,1.14245108E12,131
85003091606,1.14245108E12,131
85003089560,1.14245108E12,131
85003114086,1.13372994E12,130
85003111651,1.13372994E12,130
85003111656,1.13372994E12,130
85003111417,1.13372994E12,130
85003111652,1.13372994E12,130
85003111653,1.13372994E12,130
85003111654,1.13372994E12,130
85003114087,1.13372994E12,130
85003114084,1.13372994E12,130
85003111418,1.13372994E12,130
85003111655,1.13372994E12,130
85003113999,1.13372994E12,130
85003113705,1.13372994E12,130
85003114092,1.13372994E12,130
85003113703,1.13372994E12,130
85003113698,1.13372994E12,130
85003111678,1.13372994E12,130
85003113694,1.13372994E12,130
85003114009,1.13372994E12,130
85003113695,1.13372994E12,130
85003113699,1.13372994E12,130
85003113700,1.13372994E12,130
85003113702,1.13372994E12,130
85003113697,1.13372994E12,130
85003113696,1.13372994E12,130
85003113701,1.13372994E12,130
85003114067,1.13372994E12,130
85003133597,1.12500906E12,129
85003136262,1.12500906E12,129
85003133862,1.12500906E12,129
85003133598,1.12500906E12,129
85003133864,1.12500906E12,129
85003133863,1.12500906E12,129
85003136263,1.12500906E12,129
85003136264,1.12500906E12,129
85003135914,1.12500906E12,129
85003133883,1.12500906E12,129
85003136265,1.12500906E12,129
85003136266,1.12500906E12,129
85003136205,1.12500906E12,129
85003135913,1.12500906E12,129
85003133882,1.12500906E12,129
85003133881,1.12500906E12,129
85003135912,1.12500906E12,129
85003135928,1.12500906E12,129
85003135978,1.12500906E12,129
85003133884,1.12500906E12,129
85003133811,1.12500906E12,129
85003135925,1.12500906E12,129
85003133886,1.12500906E12,129
85003135929,1.12500906E12,129
85003135931,1.12500906E12,129
85003156390,1.11628793E12,128
85003156389,1.11628793E12,128
85003158947,1.11628793E12,128
85003156139,1.11628793E12,128
85003156385,1.11628793E12,128
85003154318,1.11628793E12,128
85003158882,1.11628793E12,128
85003156388,1.11628793E12,128
85003156386,1.11628793E12,128
85003156387,1.11628793E12,128
85003158578,1.11628793E12,128
85003156393,1.11628793E12,128
85003158577,1.11628793E12,128
85003156412,1.11628793E12,128
85003158884,1.11628793E12,128
85003158567,1.11628793E12,128
85003156411,1.11628793E12,128
85003158575,1.11628793E12,128
85003158568,1.11628793E12,128
85003158576,1.11628793E12,128
85003158569,1.11628793E12,128
85003156408,1.11628793E12,128
85003158573,1.11628793E12,128
85003158574,1.11628793E12,128
85003158570,1.11628793E12,128
85003158571,1.11628793E12,128
85003156410,1.11628793E12,128
85003156409,1.11628793E12,128
85003158572,1.11628793E12,128
85003158965,1.11628793E12,128
85003158626,1.11628793E12,128
85003158625,1.11628793E12,128
85003158938,1.11628793E12,128
85003177521,1.10756705E12,127
85003179757,1.10756705E12,127
85003179758,1.10756705E12,127
85003182410,1.10756705E12,127
85003182344,1.10756705E12,127
85003179759,1.10756705E12,127
85003179761,1.10756705E12,127
85003179496,1.10756705E12,127
85003182411,1.10756705E12,127
85003179760,1.10756705E12,127
85003182343,1.10756705E12,127
85003179483,1.10756705E12,127
85003179765,1.10756705E12,127
85003182413,1.10756705E12,127
85003182026,1.10756705E12,127
85003179763,1.10756705E12,127
85003179774,1.10756705E12,127
85003182339,1.10756705E12,127
85003182037,1.10756705E12,127
85003179773,1.10756705E12,127
85003182024,1.10756705E12,127
85003182348,1.10756705E12,127
85003182347,1.10756705E12,127
85003182346,1.10756705E12,127
85003179770,1.10756705E12,127
85003182414,1.10756705E12,127
85003179692,1.10756705E12,127
85003179771,1.10756705E12,127
85003182032,1.10756705E12,127
85003179772,1.10756705E12,127
85003182025,1.10756705E12,127
85003182038,1.10756705E12,127
85003205808,1.09884598E12,126
85003205807,1.09884598E12,126
85003203300,1.09884598E12,126
85003203301,1.09884598E12,126
85003205793,1.09884598E12,126
85003205792,1.09884598E12,126
85003203051,1.09884598E12,126
85003203047,1.09884598E12,126
85003205491,1.09884598E12,126
85003203305,1.09884598E12,126
85003205490,1.09884598E12,126
85003205869,1.09884598E12,126
85003205488,1.09884598E12,126
85003203304,1.09884598E12,126
85003205489,1.09884598E12,126
85003205873,1.09884598E12,126
85003205796,1.09884598E12,126
85003203325,1.09884598E12,126
85003203326,1.09884598E12,126
85003203258,1.09884598E12,126
85003203327,1.09884598E12,126
85003227336,1.09012497E12,125
85003227337,1.09012497E12,125
85003227339,1.09012497E12,125
85003227089,1.09012497E12,125
85003227338,1.09012497E12,125
85003227340,1.09012497E12,125
85003227341,1.09012497E12,125
85003229940,1.09012497E12,125
85003230008,1.09012497E12,125
85003227112,1.09012497E12,125
85003227347,1.09012497E12,125
85003227343,1.09012497E12,125
85003229596,1.09012497E12,125
85003229597,1.09012497E12,125
85003227362,1.09012497E12,125
85003229594,1.09012497E12,125
85003227358,1.09012497E12,125
85003229588,1.09012497E12,125
85003229593,1.09012497E12,125
85003230015,1.09012497E12,125
85003229589,1.09012497E12,125
85003230013,1.09012497E12,125
85003227359,1.09012497E12,125
85003229590,1.09012497E12,125
85003230014,1.09012497E12,125
85003229591,1.09012497E12,125
85003227361,1.09012497E12,125
85003229592,1.09012497E12,125
85003227298,1.09012497E12,125
85003227360,1.09012497E12,125
85003227364,1.09012497E12,125
85003251167,1.08140403E12,124
85003251428,1.08140403E12,124
85003251166,1.08140403E12,124
85003254021,1.08140403E12,124
85003251150,1.08140403E12,124
85003251151,1.08140403E12,124
85003251152,1.08140403E12,124
85003251429,1.08140403E12,124
85003254016,1.08140403E12,124
85003251154,1.08140403E12,124
85003251430,1.08140403E12,124
85003254096,1.08140403E12,124
85003254103,1.08140403E12,124
85003254008,1.08140403E12,124
85003253701,1.08140403E12,124
85003251431,1.08140403E12,124
85003253700,1.08140403E12,124
85003251450,1.08140403E12,124
85003253707,1.08140403E12,124
85003253697,1.08140403E12,124
85003254009,1.08140403E12,124
85003254094,1.08140403E12,124
85003251382,1.08140403E12,124
85003251445,1.08140403E12,124
85003253698,1.08140403E12,124
85003251448,1.08140403E12,124
85003254011,1.08140403E12,124
85003253718,1.08140403E12,124
85003254095,1.08140403E12,124
85003251447,1.08140403E12,124
85003253699,1.08140403E12,124
85003251449,1.08140403E12,124
85003254092,1.08140403E12,124
85003251446,1.08140403E12,124
85003254081,1.08140403E12,124
85003254080,1.08140403E12,124
85003254074,1.08140403E12,124
85003254078,1.08140403E12,124
85003275959,1.07268296E12,123
85003275961,1.07268296E12,123
85003278520,1.07268296E12,123
85003275962,1.07268296E12,123
85003275650,1.07268296E12,123
85003275960,1.07268296E12,123
85003278602,1.07268296E12,123
85003275965,1.07268296E12,123
85003278608,1.07268296E12,123
85003278213,1.07268296E12,123
85003275893,1.07268296E12,123
85003278521,1.07268296E12,123
85003278210,1.07268296E12,123
85003278211,1.07268296E12,123
85003278516,1.07268296E12,123
85003278206,1.07268296E12,123
85003278207,1.07268296E12,123
85003275979,1.07268296E12,123
85003278620,1.07268296E12,123
85003275980,1.07268296E12,123
85003278208,1.07268296E12,123
85003278209,1.07268296E12,123
85003275892,1.07268296E12,123
85003300842,1.06396202E12,122
85003303617,1.06396202E12,122
85003303702,1.06396202E12,122
85003300843,1.06396202E12,122
85003303611,1.06396202E12,122
85003303618,1.06396202E12,122
85003300848,1.06396202E12,122
85003300844,1.06396202E12,122
85003303264,1.06396202E12,122
85003303275,1.06396202E12,122
85003300863,1.06396202E12,122
85003303700,1.06396202E12,122
85003303261,1.06396202E12,122
85003303260,1.06396202E12,122
85003303258,1.06396202E12,122
85003303256,1.06396202E12,122
85003303262,1.06396202E12,122
85003303257,1.06396202E12,122
85003303263,1.06396202E12,122
85003303259,1.06396202E12,122
85003300864,1.06396202E12,122
85003303282,1.06396202E12,122
85003303281,1.06396202E12,122
85003325950,1.05524095E12,121
85003325948,1.05524095E12,121
85003325655,1.05524095E12,121
85003325680,1.05524095E12,121
85003325682,1.05524095E12,121
85003328710,1.05524095E12,121
85003325949,1.05524095E12,121
85003325954,1.05524095E12,121
85003325895,1.05524095E12,121
85003328368,1.05524095E12,121
85003325974,1.05524095E12,121
85003328369,1.05524095E12,121
85003328366,1.05524095E12,121
85003328367,1.05524095E12,121
85003328363,1.05524095E12,121
85003325975,1.05524095E12,121
85003325976,1.05524095E12,121
85003328364,1.05524095E12,121
85003328370,1.05524095E12,121
85003325977,1.05524095E12,121
85003328365,1.05524095E12,121
85003328779,1.05524095E12,121
85003328387,1.05524095E12,121
85003328392,1.05524095E12,121
85003351483,1.04652E12,120
85003351759,1.04652E12,120
85003351761,1.04652E12,120
85003351760,1.04652E12,120
85003354533,1.04652E12,120
85003351506,1.04652E12,120
85003351482,1.04652E12,120
85003354617,1.04652E12,120
85003354615,1.04652E12,120
85003354612,1.04652E12,120
85003354176,1.04652E12,120
85003351764,1.04652E12,120
85003354175,1.04652E12,120
85003354172,1.04652E12,120
85003351784,1.04652E12,120
85003354202,1.04652E12,120
85003351785,1.04652E12,120
85003351788,1.04652E12,120
85003351786,1.04652E12,120
85003354173,1.04652E12,120
85003354613,1.04652E12,120
85003351787,1.04652E12,120
85003354174,1.04652E12,120
85003354549,1.04652E12,120
85003354205,1.04652E12,120
85003351789,1.04652E12,120
85003377405,1.03779893E12,119
85003380535,1.03779893E12,119
85003377420,1.03779893E12,119
85003377690,1.03779893E12,119
85003380191,1.03779893E12,119
85003377686,1.03779893E12,119
85003380192,1.03779893E12,119
85003377685,1.03779893E12,119
85003377704,1.03779893E12,119
85003380187,1.03779893E12,119
85003380616,1.03779893E12,119
85003380615,1.03779893E12,119
85003377636,1.03779893E12,119
85003377687,1.03779893E12,119
85003377705,1.03779893E12,119
85003377706,1.03779893E12,119
85003380617,1.03779893E12,119
85003380188,1.03779893E12,119
85003380613,1.03779893E12,119
85003380629,1.03779893E12,119
85003377637,1.03779893E12,119
85003377707,1.03779893E12,119
85003380189,1.03779893E12,119
85003380531,1.03779893E12,119
85003380190,1.03779893E12,119
85003380203,1.03779893E12,119
85003377709,1.03779893E12,119
85003377708,1.03779893E12,119
85003377711,1.03779893E12,119
85003404123,1.02907799E12,118
85003407093,1.02907799E12,118
85003404125,1.02907799E12,118
85003404124,1.02907799E12,118
85003407089,1.02907799E12,118
85003403814,1.02907799E12,118
85003407008,1.02907799E12,118
85003407088,1.02907799E12,118
85003407009,1.02907799E12,118
85003404127,1.02907799E12,118
85003406671,1.02907799E12,118
85003406667,1.02907799E12,118
85003404158,1.02907799E12,118
85003406674,1.02907799E12,118
85003404147,1.02907799E12,118
85003404150,1.02907799E12,118
85003404148,1.02907799E12,118
85003406664,1.02907799E12,118
85003404149,1.02907799E12,118
85003404151,1.02907799E12,118
85003404157,1.02907799E12,118
85003406666,1.02907799E12,118
85003404152,1.02907799E12,118
85003407035,1.02907799E12,118
85003404153,1.02907799E12,118
85003404154,1.02907799E12,118
85003404155,1.02907799E12,118
85003406665,1.02907799E12,118
85003404156,1.02907799E12,118
85003406682,1.02907799E12,118
85003431508,1.02035698E12,117
85003431229,1.02035698E12,117
85003434453,1.02035698E12,117
85003431232,1.02035698E12,117
85003434535,1.02035698E12,117
85003431510,1.02035698E12,117
85003431231,1.02035698E12,117
85003431511,1.02035698E12,117
85003434456,1.02035698E12,117
85003434539,1.02035698E12,117
85003434446,1.02035698E12,117
85003428979,1.02035698E12,117
85003431514,1.02035698E12,117
85003431515,1.02035698E12,117
85003431513,1.02035698E12,117
85003434138,1.02035698E12,117
85003431528,1.02035698E12,117
85003431529,1.02035698E12,117
85003434131,1.02035698E12,117
85003434130,1.02035698E12,117
85003434132,1.02035698E12,117
85003431530,1.02035698E12,117
85003434137,1.02035698E12,117
85003431532,1.02035698E12,117
85003434532,1.02035698E12,117
85003434133,1.02035698E12,117
85003431533,1.02035698E12,117
85003434134,1.02035698E12,117
85003434537,1.02035698E12,117
85003434135,1.02035698E12,117
85003431531,1.02035698E12,117
85003434136,1.02035698E12,117
85003434149,1.02035698E12,117
85003458829,1.01163598E12,116
85003461739,1.01163598E12,116
85003458828,1.01163598E12,116
85003458827,1.01163598E12,116
85003458535,1.01163598E12,116
85003461839,1.01163598E12,116
85003458853,1.01163598E12,116
85003461396,1.01163598E12,116
85003461391,1.01163598E12,116
85003458852,1.01163598E12,116
85003461387,1.01163598E12,116
85003458849,1.01163598E12,116
85003461386,1.01163598E12,116
85003461738,1.01163598E12,116
85003461838,1.01163598E12,116
85003461388,1.01163598E12,116
85003461389,1.01163598E12,116
85003461398,1.01163598E12,116
85003461748,1.01163598E12,116
85003461407,1.01163598E12,116
85003461857,1.01163598E12,116
85003461408,1.01163598E12,116
85003458851,1.01163598E12,116
85003461806,1.01163598E12,116
85003458850,1.01163598E12,116
85003461390,1.01163598E12,116
85003461815,1.01163598E12,116
85003458855,1.01163598E12,116
85003458856,1.01163598E12,116
85003486687,1.00291497E12,115
85003489704,1.00291497E12,115
85003486686,1.00291497E12,115
85003486683,1.00291497E12,115
85003486684,1.00291497E12,115
85003486685,1.00291497E12,115
85003486377,1.00291497E12,115
85003489775,1.00291497E12,115
85003486378,1.00291497E12,115
85003489783,1.00291497E12,115
85003486690,1.00291497E12,115
85003486689,1.00291497E12,115
85003489336,1.00291497E12,115
85003489319,1.00291497E12,115
85003489322,1.00291497E12,115
85003486708,1.00291497E12,115
85003489324,1.00291497E12,115
85003486710,1.00291497E12,115
85003489317,1.00291497E12,115
85003486711,1.00291497E12,115
85003489315,1.00291497E12,115
85003489325,1.00291497E12,115
85003486709,1.00291497E12,115
85003489316,1.00291497E12,115
85003489318,1.00291497E12,115
85003489782,1.00291497E12,115
85003489798,1.00291497E12,115
85003489797,1.00291497E12,115
85003489393,1.00291497E12,115
85003514743,9.9419397E11,114
85003518114,9.9419397E11,114
85003515061,9.9419397E11,114
85003514745,9.9419397E11,114
85003515060,9.9419397E11,114
85003514747,9.9419397E11,114
85003518111,9.9419397E11,114
85003517736,9.9419397E11,114
85003517722,9.9419397E11,114
85003518213,9.9419397E11,114
85003517723,9.9419397E11,114
85003517727,9.9419397E11,114
85003517719,9.9419397E11,114
85003517718,9.9419397E11,114
85003517717,9.9419397E11,114
85003517721,9.9419397E11,114
85003517728,9.9419397E11,114
85003517720,9.9419397E11,114
85003518119,9.9419397E11,114
85003518226,9.9419397E11,114
85003518113,9.9419397E11,114
85003515008,9.9419397E11,114
85003517741,9.9419397E11,114
85003543618,9.8547302E11,113
85003543314,9.8547302E11,113
85003543620,9.8547302E11,113
85003543621,9.8547302E11,113
85003543298,9.8547302E11,113
85003543299,9.8547302E11,113
85003543297,9.8547302E11,113
85003546755,9.8547302E11,113
85003540881,9.8547302E11,113
85003540882,9.8547302E11,113
85003543623,9.8547302E11,113
85003543622,9.8547302E11,113
85003546756,9.8547302E11,113
85003543647,9.8547302E11,113
85003546758,9.8547302E11,113
85003543641,9.8547302E11,113
85003543642,9.8547302E11,113
85003543648,9.8547302E11,113
85003546314,9.8547302E11,113
85003543645,9.8547302E11,113
85003546320,9.8547302E11,113
85003546321,9.8547302E11,113
85003543643,9.8547302E11,113
85003546319,9.8547302E11,113
85003543644,9.8547302E11,113
85003546315,9.8547302E11,113
85003546754,9.8547302E11,113
85003546318,9.8547302E11,113
85003546317,9.8547302E11,113
85003546773,9.8547302E11,113
85003546316,9.8547302E11,113
85003543646,9.8547302E11,113
85003543554,9.8547302E11,113
85003546333,9.8547302E11,113
85003572226,9.7675202E11,112
85003572227,9.7675202E11,112
85003572533,9.7675202E11,112
85003572515,9.7675202E11,112
85003575734,9.7675202E11,112
85003575735,9.7675202E11,112
85003572242,9.7675202E11,112
85003575731,9.7675202E11,112
85003572534,9.7675202E11,112
85003572225,9.7675202E11,112
85003572228,9.7675202E11,112
85003575339,9.7675202E11,112
85003575340,9.7675202E11,112
85003575338,9.7675202E11,112
85003572572,9.7675202E11,112
85003575342,9.7675202E11,112
85003572563,9.7675202E11,112
85003575337,9.7675202E11,112
85003575356,9.7675202E11,112
85003575821,9.7675202E11,112
85003572564,9.7675202E11,112
85003572565,9.7675202E11,112
85003572566,9.7675202E11,112
85003572568,9.7675202E11,112
85003572567,9.7675202E11,112
85003575336,9.7675202E11,112
85003575348,9.7675202E11,112
85003572569,9.7675202E11,112
85003575358,9.7675202E11,112
85003575352,9.7675202E11,112
85003572570,9.7675202E11,112
85003575802,9.7675202E11,112
85003572571,9.7675202E11,112
85003575709,9.7675202E11,112
85003602074,9.6803101E11,111
85003605432,9.6803101E11,111
85003602075,9.6803101E11,111
85003601748,9.6803101E11,111
85003599223,9.6803101E11,111
85003605424,9.6803101E11,111
85003602081,9.6803101E11,111
85003605428,9.6803101E11,111
85003599225,9.6803101E11,111
85003602078,9.6803101E11,111
85003602095,9.6803101E11,111
85003604955,9.6803101E11,111
85003604953,9.6803101E11,111
85003604954,9.6803101E11,111
85003605442,9.6803101E11,111
85003604952,9.6803101E11,111
85003602093,9.6803101E11,111
85003602094,9.6803101E11,111
85003604966,9.6803101E11,111
85003604956,9.6803101E11,111
85003605397,9.6803101E11,111
85003604978,9.6803101E11,111
85003605329,9.6803101E11,111
85003632309,9.5931E11,110
85003631985,9.5931E11,110
85003635622,9.5931E11,110
85003635729,9.5931E11,110
85003635185,9.5931E11,110
85003635184,9.5931E11,110
85003635186,9.5931E11,110
85003635728,9.5931E11,110
85003632332,9.5931E11,110
85003632333,9.5931E11,110
85003635726,9.5931E11,110
85003635183,9.5931E11,110
85003635179,9.5931E11,110
85003635182,9.5931E11,110
85003632334,9.5931E11,110
85003635180,9.5931E11,110
85003635181,9.5931E11,110
85003632335,9.5931E11,110
85003635691,9.5931E11,110
85003663042,9.50589E11,109
85003666574,9.50589E11,109
85003660209,9.50589E11,109
85003663074,9.50589E11,109
85003662715,9.50589E11,109
85003662714,9.50589E11,109
85003663078,9.50589E11,109
85003663079,9.50589E11,109
85003666111,9.50589E11,109
85003666112,9.50589E11,109
85003663092,9.50589E11,109
85003663093,9.50589E11,109
85003666102,9.50589E11,109
85003666113,9.50589E11,109
85003666101,9.50589E11,109
85003663094,9.50589E11,109
85003666110,9.50589E11,109
85003666103,9.50589E11,109
85003666105,9.50589E11,109
85003666104,9.50589E11,109
85003663096,9.50589E11,109
85003663077,9.50589E11,109
85003666108,9.50589E11,109
85003666578,9.50589E11,109
85003666605,9.50589E11,109
85003663095,9.50589E11,109
85003666197,9.50589E11,109
85003666106,9.50589E11,109
85003666107,9.50589E11,109
85003666133,9.50589E11,109
85003666138,9.50589E11,109
85003666137,9.50589E11,109
85003666469,9.50589E11,109
85003694425,9.4186799E11,108
85003694423,9.4186799E11,108
85003694424,9.4186799E11,108
85003694431,9.4186799E11,108
85003694105,9.4186799E11,108
85003691445,9.4186799E11,108
85003694132,9.4186799E11,108
85003694134,9.4186799E11,108
85003694428,9.4186799E11,108
85003694430,9.4186799E11,108
85003694427,9.4186799E11,108
85003697803,9.4186799E11,108
85003694125,9.4186799E11,108
85003694438,9.4186799E11,108
85003694436,9.4186799E11,108
85003697400,9.4186799E11,108
85003697401,9.4186799E11,108
85003694462,9.4186799E11,108
85003697913,9.4186799E11,108
85003697397,9.4186799E11,108
85003694366,9.4186799E11,108
85003694458,9.4186799E11,108
85003697398,9.4186799E11,108
85003697807,9.4186799E11,108
85003697399,9.4186799E11,108
85003697906,9.4186799E11,108
85003697897,9.4186799E11,108
85003697875,9.4186799E11,108
85003694460,9.4186799E11,108
85003694459,9.4186799E11,108
85003694461,9.4186799E11,108
85003697396,9.4186799E11,108
85003694465,9.4186799E11,108
85003694464,9.4186799E11,108
85003725692,9.3314698E11,107
85003726092,9.3314698E11,107
85003729432,9.3314698E11,107
85003726090,9.3314698E11,107
85003726091,9.3314698E11,107
85003729422,9.3314698E11,107
85003725693,9.3314698E11,107
85003729423,9.3314698E11,107
85003725694,9.3314698E11,107
85003726093,9.3314698E11,107
85003725698,9.3314698E11,107
85003725719,9.3314698E11,107
85003729435,9.3314698E11,107
85003725697,9.3314698E11,107
85003725700,9.3314698E11,107
85003723087,9.3314698E11,107
85003729515,9.3314698E11,107
85003729039,9.3314698E11,107
85003729426,9.3314698E11,107
85003726117,9.3314698E11,107
85003729044,9.3314698E11,107
85003726116,9.3314698E11,107
85003726113,9.3314698E11,107
85003729046,9.3314698E11,107
85003729037,9.3314698E11,107
85003729031,9.3314698E11,107
85003729038,9.3314698E11,107
85003729033,9.3314698E11,107
85003729032,9.3314698E11,107
85003729047,9.3314698E11,107
85003726096,9.3314698E11,107
85003726114,9.3314698E11,107
85003729035,9.3314698E11,107
85003726123,9.3314698E11,107
85003729034,9.3314698E11,107
85003729048,9.3314698E11,107
85003726115,9.3314698E11,107
85003729036,9.3314698E11,107
85003729437,9.3314698E11,107
85003729448,9.3314698E11,107
85003726118,9.3314698E11,107
85003729059,9.3314698E11,107
85003758324,9.2442604E11,106
85003758325,9.2442604E11,106
85003758299,9.2442604E11,106
85003758328,9.2442604E11,106
85003757939,9.2442604E11,106
85003758326,9.2442604E11,106
85003758329,9.2442604E11,106
85003762042,9.2442604E11,106
85003761448,9.2442604E11,106
85003758370,9.2442604E11,106
85003761447,9.2442604E11,106
85003761921,9.2442604E11,106
85003758371,9.2442604E11,106
85003762035,9.2442604E11,106
85003758360,9.2442604E11,106
85003758361,9.2442604E11,106
85003758364,9.2442604E11,106
85003758363,9.2442604E11,106
85003758362,9.2442604E11,106
85003761933,9.2442604E11,106
85003761446,9.2442604E11,106
85003761444,9.2442604E11,106
85003758366,9.2442604E11,106
85003761466,9.2442604E11,106
85003758365,9.2442604E11,106
85003758367,9.2442604E11,106
85003761445,9.2442604E11,106
85003758368,9.2442604E11,106
85003758369,9.2442604E11,106
85003761469,9.2442604E11,106
85003791560,9.1570504E11,105
85003791532,9.1570504E11,105
85003795294,9.1570504E11,105
85003795300,9.1570504E11,105
85003791504,9.1570504E11,105
85003795196,9.1570504E11,105
85003795191,9.1570504E11,105
85003791533,9.1570504E11,105
85003791534,9.1570504E11,105
85003788396,9.1570504E11,105
85003791151,9.1570504E11,105
85003791186,9.1570504E11,105
85003794730,9.1570504E11,105
85003794731,9.1570504E11,105
85003791558,9.1570504E11,105
85003794729,9.1570504E11,105
85003795193,9.1570504E11,105
85003794737,9.1570504E11,105
85003791553,9.1570504E11,105
85003791556,9.1570504E11,105
85003795295,9.1570504E11,105
85003791555,9.1570504E11,105
85003791554,9.1570504E11,105
85003794738,9.1570504E11,105
85003791468,9.1570504E11,105
85003794728,9.1570504E11,105
