#OK
#SQL= select p.* from MDR1..FOFParticles f, MDR1..particles p where f.fofParticleId like '85000132104_%' and f.particleId = p.particleId order by f.fofParticleId asc
#MAXROWS UNLIMITED
#QUERYTIMEOUT 2400 sec
#DATE 2013-10-08 15:51:05.572 CEST
#QUERYTIME 100 millisec
#COLUMN 1 name=particleId JDBC_TYPE=-5 JDBC_TYPENAME=bigint
#COLUMN 2 name=snapnum JDBC_TYPE=5 JDBC_TYPENAME=smallint
#COLUMN 3 name=x JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 4 name=y JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 5 name=z JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 6 name=vx JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 7 name=vy JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 8 name=vz JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 9 name=phkey JDBC_TYPE=4 JDBC_TYPENAME=int
particleId,snapnum,x,y,z,vx,vy,vz,phkey
854104314216,85,459.0233,541.8607,484.8671,197.3285,26.4661,398.5079,215508688
854104314223,85,459.3198,542.713,484.6166,6.4942,-445.2722,388.1601,215508695
854104314224,85,459.0144,541.9455,484.9071,176.5894,61.2845,328.7498,215508688
854104314232,85,458.8947,541.7606,484.5148,-163.0869,-314.3309,471.0153,215508699
854104330593,85,459.0591,541.9513,484.9523,200.3538,25.8139,407.1787,215508688
854104330594,85,459.359,542.4189,484.8318,-204.6773,-395.9493,247.4008,215508695
854104330601,85,459.1745,542.1285,484.4926,-269.1158,766.1902,132.773,215508695
854104330603,85,459.1186,541.694,484.6374,171.616,-55.2574,667.9195,215508688
854104330609,85,458.8703,541.5298,484.6361,218.469,19.1658,509.1975,215508699
854104330610,85,459.4467,542.6176,484.8695,-160.7407,-356.4788,315.2404,215508695
854104330611,85,459.2696,542.3607,484.6491,-253.4616,-474.547,135.5147,215508695
854104330617,85,458.8606,541.7734,484.5862,95.9627,67.4403,644.2773,215508699
854104330618,85,459.0986,542.1891,484.4722,-280.5546,-896.1682,64.6805,215508695
854104330619,85,459.3689,542.4906,484.82,-172.4323,-385.7886,223.2385,215508695
854104330626,85,458.9743,541.8954,484.7629,265.0026,126.854,510.6319,215508699
854104330627,85,459.0401,541.7963,484.7849,288.7118,65.1058,454.1258,215508688
854104330628,85,459.3881,542.4446,484.9149,187.1129,285.513,342.8797,215508695
