#OK
#SQL= select * from MDR1..BDMVprof where bdmId = 8506843731    order by Rbin
#MAXROWS UNLIMITED
#QUERYTIMEOUT 2400 sec
#DATE 2013-10-30 14:55:50.580 CET
#QUERYTIME 19 millisec
#COLUMN 1 name=bdmProfileId JDBC_TYPE=-5 JDBC_TYPENAME=bigint
#COLUMN 2 name=bdmId JDBC_TYPE=-5 JDBC_TYPENAME=bigint
#COLUMN 3 name=snapnum JDBC_TYPE=5 JDBC_TYPENAME=smallint
#COLUMN 4 name=NinCat JDBC_TYPE=-5 JDBC_TYPENAME=bigint
#COLUMN 5 name=R_Rvir JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 6 name=Rbin JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 7 name=np JDBC_TYPE=4 JDBC_TYPENAME=int
#COLUMN 8 name=mass JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 9 name=dens JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 10 name=Vcirc JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 11 name=VpropRms JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 12 name=Vrad JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 13 name=VradRms JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 14 name=boundR_Rvir JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 15 name=boundNp JDBC_TYPE=4 JDBC_TYPENAME=int
#COLUMN 16 name=boundMass JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 17 name=boundDens JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 18 name=boundVcirc JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 19 name=boundVcircRms JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 20 name=boundVrad JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 21 name=boundVradRms JDBC_TYPE=7 JDBC_TYPENAME=real
bdmProfileId,bdmId,snapnum,NinCat,R_Rvir,Rbin,np,mass,dens,Vcirc,VpropRms,Vrad,VradRms,boundR_Rvir,boundNp,boundMass,boundDens,boundVcirc,boundVcircRms,boundVrad,boundVradRms
8506843731000,8506843731,85,6843731,0.06761842,17.318148,3,9.5393391E10,4094396.0,154.39381,176.8477,31.837341,40.45984,0.06761842,3,9.5393391E10,4094396.0,154.39381,176.8477,31.837341,40.45984
8506843731001,8506843731,85,6843731,0.0739815,19.431286,1,1.04065516E11,966200.56,152.23839,70.83715,45.521942,45.521942,0.0739815,1,1.04065516E11,966200.56,152.23839,70.83715,45.521942,45.521942
8506843731002,8506843731,85,6843731,0.08754877,21.80226,3,1.30081898E11,2052057.2,160.68642,168.13585,-73.967155,138.9888,0.08754877,3,1.30081898E11,2052057.2,160.68642,168.13585,-73.967155,138.9888
8506843731003,8506843731,85,6843731,0.0955295,24.462534,5,1.73442531E11,2421244.8,175.1655,178.30667,24.544695,51.816017,0.0955295,5,1.73442531E11,2421244.8,175.1655,178.30667,24.544695,51.816017
8506843731004,8506843731,85,6843731,0.10495138,27.44742,3,1.99458914E11,1028463.25,177.33623,202.6111,65.79953,67.55491,0.10495138,3,1.99458914E11,1028463.25,177.33623,202.6111,65.79953,67.55491
8506843731005,8506843731,85,6843731,0.118009634,30.796505,6,2.5149168E11,1456196.6,187.98906,183.60701,7.0040684,82.42351,0.118009634,6,2.5149168E11,1456196.6,187.98906,183.60701,7.0040684,82.42351
8506843731006,8506843731,85,6843731,0.13685681,34.554253,3,2.77508063E11,515452.44,186.42688,180.4942,-135.74478,138.23254,0.13685681,3,2.77508063E11,515452.44,186.42688,180.4942,-135.74478,138.23254
8506843731007,8506843731,85,6843731,0.15831661,38.770508,1,2.8618018E11,121637.58,178.72713,224.22168,92.58468,92.58468,0.15831661,1,2.8618018E11,121637.58,178.72713,224.22168,92.58468,92.58468
8506843731008,8506843731,85,6843731,0.16743807,43.50122,6,3.38212946E11,516677.84,183.42812,162.88419,23.241781,102.04155,0.16743807,6,3.38212946E11,516677.84,183.42812,162.88419,23.241781,102.04155
8506843731009,8506843731,85,6843731,0.18820126,48.80918,3,3.64229329E11,182889.45,179.7042,360.4353,44.17328,171.76904,0.18781441,2,3.55557212E11,121926.375,177.55194,174.4934,-72.8988,74.34115
