#OK
#SQL= select * from MDR1..BDMVprof where bdmId = 8506843026    order by Rbin
#MAXROWS UNLIMITED
#QUERYTIMEOUT 2400 sec
#DATE 2013-10-30 14:55:51.522 CET
#QUERYTIME 24 millisec
#COLUMN 1 name=bdmProfileId JDBC_TYPE=-5 JDBC_TYPENAME=bigint
#COLUMN 2 name=bdmId JDBC_TYPE=-5 JDBC_TYPENAME=bigint
#COLUMN 3 name=snapnum JDBC_TYPE=5 JDBC_TYPENAME=smallint
#COLUMN 4 name=NinCat JDBC_TYPE=-5 JDBC_TYPENAME=bigint
#COLUMN 5 name=R_Rvir JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 6 name=Rbin JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 7 name=np JDBC_TYPE=4 JDBC_TYPENAME=int
#COLUMN 8 name=mass JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 9 name=dens JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 10 name=Vcirc JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 11 name=VpropRms JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 12 name=Vrad JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 13 name=VradRms JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 14 name=boundR_Rvir JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 15 name=boundNp JDBC_TYPE=4 JDBC_TYPENAME=int
#COLUMN 16 name=boundMass JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 17 name=boundDens JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 18 name=boundVcirc JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 19 name=boundVcircRms JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 20 name=boundVrad JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 21 name=boundVradRms JDBC_TYPE=7 JDBC_TYPENAME=real
bdmProfileId,bdmId,snapnum,NinCat,R_Rvir,Rbin,np,mass,dens,Vcirc,VpropRms,Vrad,VradRms,boundR_Rvir,boundNp,boundMass,boundDens,boundVcirc,boundVcircRms,boundVrad,boundVradRms
8506843026000,8506843026,85,6843026,0.06781278,16.490427,1,6.0704883E10,1580800.0,126.21685,130.27817,80.29918,80.29918,0.06781278,1,6.0704883E10,1580800.0,126.21685,130.27817,80.29918,80.29918
8506843026001,8506843026,85,6843026,0.07222384,18.50257,1,6.9377008E10,1119117.2,127.38352,105.691284,-97.02731,97.02731,0.07222384,1,6.9377008E10,1119117.2,127.38352,105.691284,-97.02731,97.02731
8506843026002,8506843026,85,6843026,0.08851361,20.760221,2,8.6721266E10,1584554.1,134.45232,146.85732,-41.726627,56.11549,0.08851361,2,8.6721266E10,1584554.1,134.45232,146.85732,-41.726627,56.11549
8506843026003,8506843026,85,6843026,0.099317715,23.293348,1,9.5393391E10,560889.25,133.12656,150.88089,61.788403,61.788403,0.099317715,1,9.5393391E10,560889.25,133.12656,150.88089,61.788403,61.788403
8506843026004,8506843026,85,6843026,0.10340524,26.135569,4,1.30081898E11,1588313.2,146.76208,190.87645,-71.991974,124.64459,0.10340524,4,1.30081898E11,1588313.2,146.76208,190.87645,-71.991974,124.64459
8506843026005,8506843026,85,6843026,0.115204096,29.324587,2,1.47426148E11,562221.1,147.50026,160.08727,-8.61408,50.117874,0.115204096,2,1.47426148E11,562221.1,147.50026,160.08727,-8.61408,50.117874
8506843026006,8506843026,85,6843026,0.13523066,32.902737,4,1.82114648E11,796041.3,154.76683,219.12695,-46.639515,60.437828,0.13523066,4,1.82114648E11,796041.3,154.76683,219.12695,-46.639515,60.437828
8506843026007,8506843026,85,6843026,0.14629287,36.917473,1,1.90786781E11,140889.02,149.54767,117.35041,-107.0844,107.0844,0.14629287,1,1.90786781E11,140889.02,149.54767,117.35041,-107.0844,107.0844
8506843026008,8506843026,85,6843026,0.17220974,41.42208,5,2.34147414E11,498709.1,156.40483,190.07242,-4.668214,77.355255,0.17220974,5,2.34147414E11,498709.1,156.40483,190.07242,-4.668214,77.355255
8506843026009,8506843026,85,6843026,0.18710282,46.476345,7,2.94852297E11,494281.22,165.69437,181.15436,7.498546,119.04774,0.18710282,7,2.94852297E11,494281.22,165.69437,181.15436,7.498546,119.04774
