#OK
#SQL= select * from MDR1..BDMVprof where bdmId = 8506841931    order by Rbin
#MAXROWS UNLIMITED
#QUERYTIMEOUT 2400 sec
#DATE 2013-10-30 14:55:49.397 CET
#QUERYTIME 15 millisec
#COLUMN 1 name=bdmProfileId JDBC_TYPE=-5 JDBC_TYPENAME=bigint
#COLUMN 2 name=bdmId JDBC_TYPE=-5 JDBC_TYPENAME=bigint
#COLUMN 3 name=snapnum JDBC_TYPE=5 JDBC_TYPENAME=smallint
#COLUMN 4 name=NinCat JDBC_TYPE=-5 JDBC_TYPENAME=bigint
#COLUMN 5 name=R_Rvir JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 6 name=Rbin JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 7 name=np JDBC_TYPE=4 JDBC_TYPENAME=int
#COLUMN 8 name=mass JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 9 name=dens JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 10 name=Vcirc JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 11 name=VpropRms JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 12 name=Vrad JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 13 name=VradRms JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 14 name=boundR_Rvir JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 15 name=boundNp JDBC_TYPE=4 JDBC_TYPENAME=int
#COLUMN 16 name=boundMass JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 17 name=boundDens JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 18 name=boundVcirc JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 19 name=boundVcircRms JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 20 name=boundVrad JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 21 name=boundVradRms JDBC_TYPE=7 JDBC_TYPENAME=real
bdmProfileId,bdmId,snapnum,NinCat,R_Rvir,Rbin,np,mass,dens,Vcirc,VpropRms,Vrad,VradRms,boundR_Rvir,boundNp,boundMass,boundDens,boundVcirc,boundVcircRms,boundVrad,boundVradRms
8506841931000,8506841931,85,6841931,0.06463211,16.628386,2,6.9377016E10,3083561.2,134.37059,198.83623,-92.13399,159.7644,0.06463211,2,6.9377016E10,3083561.2,134.37059,198.83623,-92.13399,159.7644
8506841931001,8506841931,85,6841931,0.07276435,18.657362,2,8.6721266E10,2182985.0,141.82707,106.74182,46.17108,71.977455,0.07276435,2,8.6721266E10,2182985.0,141.82707,106.74182,46.17108,71.977455
8506841931002,8506841931,85,6841931,0.083762705,20.933903,3,1.12737649E11,2318161.0,152.66197,140.56569,-102.716896,113.909256,0.083762705,3,1.12737649E11,2318161.0,152.66197,140.56569,-102.716896,113.909256
8506841931003,8506841931,85,6841931,0.094972454,23.48822,3,1.38754032E11,1641134.5,159.88925,259.69135,-75.56354,159.29713,0.094972454,3,1.38754032E11,1641134.5,159.88925,259.69135,-75.56354,159.29713
8506841931004,8506841931,85,6841931,0.105430655,26.354221,4,1.73442531E11,1549106.2,168.76183,156.69669,11.30187,116.58296,0.105430655,4,1.73442531E11,1549106.2,168.76183,156.69669,11.30187,116.58296
8506841931005,8506841931,85,6841931,0.122050464,29.569918,3,1.99458914E11,822515.2,170.85321,376.00598,92.4209,180.26872,0.12000273,2,1.90786781E11,548343.3,167.09772,233.39308,79.16628,204.13972
8506841931006,8506841931,85,6841931,0.12952608,33.178,4,2.34147414E11,776391.94,174.75961,115.430664,19.535152,56.565315,0.12952608,4,2.25475297E11,776392.4,171.4928,115.430664,19.535152,56.565315
8506841931007,8506841931,85,6841931,0.14405195,37.226326,3,2.60163797E11,412233.75,173.9081,249.21263,-70.08915,221.74246,0.14405195,3,2.5149168E11,412233.75,170.98508,249.21263,-70.08915,221.74246
8506841931008,8506841931,85,6841931,0.16580409,41.76862,12,3.64229296E11,1167357.8,194.26021,175.9852,28.376738,108.35788,0.16580409,12,3.55557179E11,1167357.8,191.93365,175.9852,28.376738,108.35788
8506841931009,8506841931,85,6841931,0.19128752,46.86517,7,4.24934179E11,482080.3,198.08757,204.28146,55.749565,132.76884,0.19128752,7,4.16262062E11,482080.3,196.05586,204.28146,55.749565,132.76884
8506841931010,8506841931,85,6841931,0.20807868,52.583584,9,5.02983295E11,438797.88,203.45726,209.95886,22.336235,109.92348,0.20807868,9,4.94311178E11,438797.88,201.6957,209.95886,22.336235,109.92348
8506841931011,8506841931,85,6841931,0.24396741,58.99975,6,5.5501606E11,207096.84,201.76654,161.61722,4.0486293,82.16308,0.24396741,6,5.46343944E11,207096.84,200.18405,161.61722,4.0486293,82.16308
8506841931012,8506841931,85,6841931,0.26467007,66.19881,4,5.8970459E11,97742.28,196.34221,365.709,-82.84548,145.33089,0.2653535,3,5.7236029E11,73306.57,193.43326,237.41455,-34.964657,105.178375
8506841931013,8506841931,85,6841931,0.3019411,74.27628,10,6.7642583E11,172990.27,198.52103,326.67017,78.321976,220.65958,0.29924178,8,6.4173729E11,138392.25,193.36374,143.62996,0.072475195,104.379974
8506841931014,8506841931,85,6841931,0.33301383,83.33936,8,7.4580283E11,97974.23,196.79243,158.79915,31.613205,119.754425,0.33301383,8,7.1111429E11,97974.23,192.16136,158.79915,31.613205,119.754425
8506841931015,8506841931,85,6841931,0.37950405,93.5083,5,7.8916347E11,43350.3,191.10844,299.37775,26.27943,90.26833,0.3784709,4,7.4580283E11,34680.254,185.78404,178.36688,-3.1219864,70.77948
8506841931016,8506841931,85,6841931,0.41731298,104.91803,8,8.5854047E11,49103.49,188.18144,149.49667,-23.553288,77.2578,0.41731298,8,8.1517983E11,49103.49,183.36781,149.49667,-23.553288,77.2578
8506841931017,8506841931,85,6841931,0.46532258,117.71998,6,9.1057324E11,26071.918,182.95901,338.19022,16.683039,234.70383,0.46794283,4,8.4986836E11,17381.29,176.7552,194.79973,-5.839205,95.72999
8506841931018,8506841931,85,6841931,0.52111155,132.084,3,9.3658959E11,9228.742,175.17456,338.20197,-67.29435,123.5222,0.52007353,2,8.6721259E11,6152.4946,168.5618,155.07243,-3.4650612,62.315945
8506841931019,8506841931,85,6841931,0.5962005,148.20067,11,1.03198294E12,23956.016,173.59319,297.47873,25.4901,113.724045,0.5989932,10,9.5393382E11,21778.197,166.89967,174.90277,0.7382744,82.29896
8506841931020,8506841931,85,6841931,0.6655989,166.28387,10,1.11870424E12,15417.805,170.62947,515.84607,11.444264,339.269,0.65764874,5,9.9729447E11,7708.9023,161.10468,134.48714,-37.346443,68.58212
8506841931021,8506841931,85,6841931,0.75500333,186.5736,10,1.20542554E12,10914.953,167.21165,223.64983,-56.03673,131.80219,0.7528434,8,1.06667147E12,8731.958,157.29384,138.38786,-7.663217,73.46145
8506841931022,8506841931,85,6841931,0.85760486,209.339,10,1.29214684E12,7727.2007,163.43774,479.68704,203.22067,376.37714,0.849931,6,1.11870424E12,4636.319,152.07367,126.06406,34.25239,83.08554
8506841931023,8506841931,85,6841931,0.94199634,234.88222,18,1.44824507E12,9846.791,163.34937,457.4707,-40.997116,316.5309,0.9591792,5,1.16206482E12,2735.2173,146.32266,140.12115,63.188435,94.80726
8506841931024,8506841931,85,6841931,1.0620509,263.5422,16,1.58699907E12,6196.4316,161.43018,466.81433,76.44731,271.9979,1.0644203,6,1.21409752E12,2323.66,141.19626,161.65784,8.17007,59.036156
8506841931025,8506841931,85,6841931,1.1995597,295.69925,19,1.75176942E12,5209.248,160.11604,521.32135,195.55115,389.28937,1.1814194,4,1.24878599E12,1096.6829,135.18869,111.22163,-2.3445754,27.49354
8506841931026,8506841931,85,6841931,1.3487695,331.78,18,1.90786765E12,3493.771,157.75043,518.9603,35.264206,231.28976,1.288588,3,1.27480234E12,582.2947,128.94894,128.44891,41.144695,43.98273
8506841931027,8506841931,85,6841931,1.5176365,372.26324,43,2.28076919E12,5908.6826,162.831,554.1297,100.0958,308.03317,1.4816527,6,1.32683504E12,824.4661,124.19522,152.19688,36.662643,53.820084
8506841931028,8506841931,85,6841931,1.693342,417.68622,49,2.70570331E12,4766.704,167.43123,628.0972,64.47731,274.99887,1.6751214,4,1.36152351E12,389.11832,118.77061,129.48128,63.25795,86.01622
8506841931029,8506841931,85,6841931,1.9007064,468.65167,86,3.45150587E12,5922.704,178.5257,613.40027,131.07414,326.3715,1.9160689,4,1.39621197E12,275.47443,113.54607,136.42024,-15.421802,38.658478
#OK
