#OK
#SQL= select * from MDR1..BDMVprof where bdmId = 8506854688    order by Rbin
#MAXROWS UNLIMITED
#QUERYTIMEOUT 2400 sec
#DATE 2013-10-30 14:55:52.115 CET
#QUERYTIME 26 millisec
#COLUMN 1 name=bdmProfileId JDBC_TYPE=-5 JDBC_TYPENAME=bigint
#COLUMN 2 name=bdmId JDBC_TYPE=-5 JDBC_TYPENAME=bigint
#COLUMN 3 name=snapnum JDBC_TYPE=5 JDBC_TYPENAME=smallint
#COLUMN 4 name=NinCat JDBC_TYPE=-5 JDBC_TYPENAME=bigint
#COLUMN 5 name=R_Rvir JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 6 name=Rbin JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 7 name=np JDBC_TYPE=4 JDBC_TYPENAME=int
#COLUMN 8 name=mass JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 9 name=dens JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 10 name=Vcirc JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 11 name=VpropRms JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 12 name=Vrad JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 13 name=VradRms JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 14 name=boundR_Rvir JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 15 name=boundNp JDBC_TYPE=4 JDBC_TYPENAME=int
#COLUMN 16 name=boundMass JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 17 name=boundDens JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 18 name=boundVcirc JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 19 name=boundVcircRms JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 20 name=boundVrad JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 21 name=boundVradRms JDBC_TYPE=7 JDBC_TYPENAME=real
bdmProfileId,bdmId,snapnum,NinCat,R_Rvir,Rbin,np,mass,dens,Vcirc,VpropRms,Vrad,VradRms,boundR_Rvir,boundNp,boundMass,boundDens,boundVcirc,boundVcircRms,boundVrad,boundVradRms
8506854688000,8506854688,85,6854688,0.06531523,16.388994,2,9.5393382E10,3220668.5,158.71007,168.32497,24.32917,36.864033,0.06531523,2,9.5393382E10,3220668.5,158.71007,168.32497,24.32917,36.864033
8506854688001,8506854688,85,6854688,0.075913206,18.388758,2,1.12737632E11,2280051.0,162.8845,197.32405,50.868134,152.48291,0.075913206,2,1.12737632E11,2280051.0,162.8845,197.32405,50.868134,152.48291
8506854688002,8506854688,85,6854688,0.08538326,20.632524,2,1.30081882E11,1614155.6,165.17857,215.167,-158.58607,177.24532,0.08538326,2,1.30081882E11,1614155.6,165.17857,215.167,-158.58607,177.24532
8506854688003,8506854688,85,6854688,0.09441196,23.150068,6,1.82114648E11,3428212.8,184.5091,193.28125,39.149025,88.41203,0.09441196,6,1.82114648E11,3428212.8,184.5091,193.28125,39.149025,88.41203
8506854688004,8506854688,85,6854688,0.12221536,29.14421,1,1.90786781E11,286362.53,168.3137,76.25403,-12.972824,12.972824,0.12221536,1,1.90786781E11,286362.53,168.3137,76.25403,-12.972824,12.972824
8506854688005,8506854688,85,6854688,0.13611974,32.700348,3,2.16803164E11,608185.56,169.38623,184.17249,125.89408,128.96465,0.13611974,3,2.16803164E11,608185.56,169.38623,184.17249,125.89408,128.96465
8506854688006,8506854688,85,6854688,0.15134606,36.69039,4,2.5149168E11,574084.56,172.22934,177.78712,-69.32603,110.31854,0.15134606,4,2.5149168E11,574084.56,172.22934,177.78712,-69.32603,110.31854
8506854688007,8506854688,85,6854688,0.17015848,41.167294,13,3.64229296E11,1320867.2,195.67384,207.24289,27.006325,124.4443,0.17015848,13,3.64229296E11,1320867.2,195.67384,207.24289,27.006325,124.4443
8506854688008,8506854688,85,6854688,0.18940763,46.190468,7,4.24934179E11,503515.84,199.52905,180.98277,-31.230072,116.159004,0.18940763,7,4.24934179E11,503515.84,199.52905,180.98277,-31.230072,116.159004
8506854688009,8506854688,85,6854688,0.20957474,51.826557,4,4.59622679E11,203692.56,195.90521,189.7591,-120.7097,139.85063,0.20957474,4,4.59622679E11,203692.56,195.90521,189.7591,-120.7097,139.85063
