#OK
#SQL= select * from MDR1..BDMVprof where bdmId = 8506823973    order by Rbin
#MAXROWS UNLIMITED
#QUERYTIMEOUT 2400 sec
#DATE 2013-10-30 14:55:45.840 CET
#QUERYTIME 23 millisec
#COLUMN 1 name=bdmProfileId JDBC_TYPE=-5 JDBC_TYPENAME=bigint
#COLUMN 2 name=bdmId JDBC_TYPE=-5 JDBC_TYPENAME=bigint
#COLUMN 3 name=snapnum JDBC_TYPE=5 JDBC_TYPENAME=smallint
#COLUMN 4 name=NinCat JDBC_TYPE=-5 JDBC_TYPENAME=bigint
#COLUMN 5 name=R_Rvir JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 6 name=Rbin JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 7 name=np JDBC_TYPE=4 JDBC_TYPENAME=int
#COLUMN 8 name=mass JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 9 name=dens JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 10 name=Vcirc JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 11 name=VpropRms JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 12 name=Vrad JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 13 name=VradRms JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 14 name=boundR_Rvir JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 15 name=boundNp JDBC_TYPE=4 JDBC_TYPENAME=int
#COLUMN 16 name=boundMass JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 17 name=boundDens JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 18 name=boundVcirc JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 19 name=boundVcircRms JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 20 name=boundVrad JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 21 name=boundVradRms JDBC_TYPE=7 JDBC_TYPENAME=real
bdmProfileId,bdmId,snapnum,NinCat,R_Rvir,Rbin,np,mass,dens,Vcirc,VpropRms,Vrad,VradRms,boundR_Rvir,boundNp,boundMass,boundDens,boundVcirc,boundVcircRms,boundVrad,boundVradRms
8506823973000,8506823973,85,6823973,0.0676904,19.852043,2,2.42819596E11,1812120.8,230.07039,296.18152,133.96854,261.42065,0.0676904,2,2.42819596E11,1812120.8,230.07039,296.18152,133.96854,261.42065
8506823973001,8506823973,85,6823973,0.07740267,22.274366,1,2.51491729E11,641439.75,221.04498,268.51144,112.08478,112.08478,0.07740267,1,2.51491729E11,641439.75,221.04498,268.51144,112.08478,112.08478
8506823973002,8506823973,85,6823973,0.088306524,24.992247,2,2.68835979E11,908211.3,215.75581,137.48859,-4.6009245,28.373716,0.088306524,2,2.68835979E11,908211.3,215.75581,137.48859,-4.6009245,28.373716
8506823973003,8506823973,85,6823973,0.093848445,28.041758,2,2.86180246E11,642965.44,210.1545,95.47982,-10.630231,19.899023,0.093848445,2,2.86180246E11,642965.44,210.1545,95.47982,-10.630231,19.899023
8506823973004,8506823973,85,6823973,0.10728579,31.463373,3,3.12196628E11,682774.94,207.22061,221.27132,-109.104774,164.74025,0.10728579,3,3.12196628E11,682774.94,207.22061,221.27132,-109.104774,164.74025
8506823973005,8506823973,85,6823973,0.1185008,35.302483,4,3.46885128E11,644491.25,206.21094,207.49753,66.428566,100.56419,0.1185008,4,3.46885128E11,644491.25,206.21094,207.49753,66.428566,100.56419
8506823973006,8506823973,85,6823973,0.13684478,39.610043,1,3.55557245E11,114065.84,197.09409,223.39668,61.31456,61.31456,0.13684478,1,3.55557245E11,114065.84,197.09409,223.39668,61.31456,61.31456
8506823973007,8506823973,85,6823973,0.14703216,44.4432,7,4.16262128E11,565268.4,201.32713,233.14325,11.991621,110.19081,0.14703216,7,4.16262128E11,565268.4,201.32713,233.14325,11.991621,110.19081
8506823973008,8506823973,85,6823973,0.16691051,49.86608,10,5.02983393E11,571685.8,208.92754,248.80168,21.089958,133.73174,0.16691051,10,5.02983393E11,571685.8,208.92754,248.80168,21.089958,133.73174
8506823973009,8506823973,85,6823973,0.19144486,55.950672,9,5.8103254E11,364249.2,211.99179,415.16547,8.641313,80.8444,0.1907029,8,5.7236043E11,323777.1,210.40382,148.99303,-3.8766117,76.638954
