0.000000,0.000000,0.000000
-0.000400,0.006000,0.007300
-0.017600,0.004600,0.028800
-0.005100,0.030600,-0.019000
0.032100,0.014400,-0.015600
-0.018300,-0.036900,0.004800
-0.000100,0.023500,-0.035900
-0.038500,-0.006500,0.021200
0.034900,0.006800,0.028500
0.010100,-0.042000,0.020400
0.041900,-0.026400,0.003900
0.041300,-0.026300,-0.012000
0.047800,0.004000,0.032500
-0.034900,0.018400,0.055000
0.063900,-0.019500,0.021400
0.058200,0.016700,-0.040600
0.023900,0.025600,-0.065100
-0.042300,-0.067900,0.007100
0.054100,0.035600,-0.050000
0.007100,-0.001400,-0.082600
0.034100,-0.068300,0.041500
-0.010200,0.012500,0.088700
