0.000000,0.000000,0.000000
-0.009400,-0.002100,-0.001600
0.003200,0.002500,0.009400
0.007000,-0.019600,-0.008300
0.017100,0.015200,0.003900
-0.024900,-0.011600,0.001400
-0.010800,0.010200,-0.024200
-0.026400,-0.001900,-0.019200
-0.005900,-0.015500,0.032400
0.012300,-0.034700,0.007200
0.010600,-0.013900,-0.035100
0.014400,-0.008000,-0.037900
-0.023600,-0.009700,-0.033400
-0.030500,-0.015800,0.024400
-0.035800,-0.020500,0.015500
-0.043600,-0.023500,-0.010500
-0.044700,-0.040100,0.002000
0.026700,0.046300,0.035400
0.037700,-0.045400,-0.035400
-0.026500,-0.006900,0.066200
0.003800,-0.071000,-0.013400
-0.054600,0.012900,-0.051000
0.002300,0.086700,0.029400
