0.000000,0.000000,0.000000
-0.004700,-0.006900,0.000500
0.006800,0.001500,0.007000
0.000100,-0.000100,0.010500
0.004600,0.007700,-0.006100
-0.010100,0.002000,0.005900
-0.008900,0.007300,0.003700
-0.005800,-0.007300,0.010000
0.003200,-0.007400,-0.011200
0.004000,-0.014300,-0.003000
0.014300,0.003500,0.003800
0.019000,-0.008800,-0.005100
0.012300,0.002100,-0.017700
0.003700,-0.018600,-0.011800
0.022700,0.002500,0.006700
-0.004700,-0.007800,0.023400
-0.023200,-0.001700,-0.009900
0.000500,0.026000,-0.003800
-0.016100,-0.016000,-0.013600
-0.005100,0.025300,0.008600
0.014400,0.010800,-0.020500
-0.027400,0.006300,-0.001600
-0.006400,0.026800,0.011500
-0.018800,0.023600,0.003800
0.029700,0.006600,0.002300
-0.015000,0.026500,-0.007400
-0.025300,0.012600,0.015200
0.025600,0.010400,0.019900
-0.016200,0.029400,0.006900
-0.025400,0.002300,0.026400
0.014800,-0.017200,-0.030500
-0.019900,0.032200,0.005900
0.001000,0.035400,0.017200
-0.023000,0.032600,0.004400
0.011500,-0.003500,-0.042400
-0.002900,0.043400,0.010000
0.006700,-0.027500,-0.037100
0.002500,0.030300,0.040400
-0.048400,0.014800,-0.012900
-0.014100,0.003400,-0.050700
0.012700,0.026100,0.044800
-0.009800,0.052800,-0.009000
-0.043900,0.033000,-0.013400
-0.009600,0.055000,0.010000
0.008200,0.035100,-0.052300
-0.016400,0.068300,-0.001900
-0.017000,0.060000,0.035000
0.022600,-0.072300,0.000800
0.053600,-0.032500,-0.045900
-0.041200,0.021100,-0.064700
0.067100,-0.038300,0.027300
-0.050600,0.065900,0.014700
-0.071600,-0.055000,-0.011900
0.017800,-0.091000,-0.017600
-0.093000,-0.041500,-0.028100
0.081600,0.067400,0.010500
0.067500,-0.077700,-0.026900
-0.035500,0.100500,-0.014700
0.040200,-0.041900,-0.091700
-0.007000,0.016000,0.107400
-0.049700,0.078300,0.064800
0.049200,0.004200,0.106800
-0.064900,0.020600,-0.097100
0.095700,-0.069900,0.014400
-0.017200,0.110000,0.043500
-0.053400,0.086300,0.064400
0.092900,-0.010500,0.079500
0.059500,0.091200,0.058100
0.003200,-0.120800,0.029200
-0.081700,-0.052800,0.079200
0.049100,-0.027400,0.114600
0.014900,-0.115900,0.056900
-0.070700,-0.085700,0.068300
-0.120300,0.047800,-0.020800
0.027700,-0.038100,-0.123500
-0.112100,-0.008500,-0.071400
0.005500,-0.104300,0.091900
