0.000000,0.000000,0.000000
-0.002400,-0.002500,-0.000800
-0.002700,0.005400,-0.001900
-0.001300,0.008400,0.000600
-0.001000,-0.003500,0.009200
-0.005500,0.007000,-0.006100
-0.006600,0.004800,0.007300
-0.009100,-0.007100,0.000600
-0.001100,0.010000,0.006300
0.001300,-0.004100,0.012100
-0.001600,-0.000200,0.015000
-0.007000,0.010600,0.008600
-0.013900,0.006300,0.010800
0.000100,-0.015800,0.013300
0.001900,0.021100,-0.007500
0.005100,0.009800,0.019700
0.014700,-0.008300,-0.015400
0.000600,-0.015600,-0.017600
0.013600,-0.020000,-0.000200
0.017200,0.005000,0.017000
0.003300,-0.016800,0.019300
-0.004600,0.025000,-0.008300
0.019200,-0.019500,-0.003000
0.001800,0.027500,-0.003400
-0.009900,-0.008000,0.025400
0.027600,-0.008900,0.000800
-0.016300,-0.020400,0.012800
0.014300,-0.025100,-0.005500
0.022200,-0.020300,0.002900
0.026300,-0.014400,-0.008300
0.000700,-0.027600,0.019100
0.013900,0.007900,-0.030600
0.021900,-0.018100,0.020300
-0.015400,-0.032100,0.007400
0.025300,0.024600,0.013000
0.021800,0.026200,-0.016000
0.022800,-0.002400,-0.030100
0.013100,-0.021300,-0.029400
0.005300,0.034300,-0.021100
-0.017600,0.000000,0.038300
0.037400,-0.019400,0.002800
-0.016500,0.037900,-0.012000
-0.040600,-0.004700,-0.018000
-0.004700,0.045600,0.003600
0.019500,-0.041700,0.009400
-0.020700,-0.025800,0.037900
0.051100,-0.001100,0.010100
-0.021200,0.009600,0.047600
0.001900,0.048400,-0.022700
0.051300,0.007800,-0.020000
0.011000,-0.038800,0.038500
0.010600,0.037700,-0.041000
-0.002200,0.053500,0.022900
-0.013300,0.044500,-0.036000
-0.057700,0.011000,-0.006300
0.005700,-0.035500,0.047600
-0.059500,-0.007800,-0.000800
-0.042700,0.025800,0.034100
-0.014100,0.047200,-0.037000
-0.030600,-0.018400,0.051900
0.030100,-0.034100,-0.045400
0.065000,-0.001200,-0.008900
-0.045700,-0.045400,0.012600
0.015100,-0.064200,-0.010500
-0.033700,0.059500,0.003700
0.000500,-0.066100,0.020200
-0.068500,0.009100,0.002000
0.066000,0.027900,-0.001100
-0.025900,0.057600,0.035900
0.044900,-0.023100,-0.053200
-0.058800,-0.043200,0.012300
0.064800,-0.006700,-0.038300
0.060200,-0.040000,0.025300
-0.058700,-0.048400,0.011400
-0.056200,0.030000,0.043400
0.059500,0.021100,0.045300
-0.078600,-0.003900,-0.001200
-0.068800,-0.010300,0.038300
-0.034300,0.069100,-0.023000
-0.049600,0.027600,-0.059400
-0.029300,-0.067700,0.036900
0.057700,0.032300,0.049500
0.049000,-0.059100,0.031600
0.013100,-0.065600,0.050700
0.018200,0.057600,-0.060300
-0.063900,-0.059100,-0.005700
0.078700,0.023800,-0.033100
0.045900,0.075700,0.014400
0.036300,0.080400,0.019700
-0.019500,-0.043100,0.079300
-0.082500,0.035000,0.028800
-0.088400,-0.020400,0.027600
0.020100,-0.025400,0.089300
0.029300,0.087100,-0.028400
0.062800,0.058300,-0.045200
-0.010900,0.074400,0.061700
0.073400,0.063800,0.009600
0.014600,0.007700,-0.096700
-0.026500,0.065900,0.068500
0.048400,-0.066500,0.055300
0.029700,-0.058000,0.076100
-0.068300,-0.011600,-0.076600
-0.078600,0.000900,0.068500
0.037600,0.092200,0.033600
-0.059700,0.090700,0.002500
-0.089700,0.000400,-0.065000
-0.056000,-0.072100,0.065800
-0.056100,0.025700,-0.096500
0.009200,0.114400,-0.008500
0.089700,0.014400,-0.072100
-0.073800,0.080800,0.043100
-0.066400,0.031700,0.093200
-0.112000,-0.013400,0.040300
0.041700,0.020400,-0.110600
-0.040300,0.108400,-0.034600
-0.075900,-0.093400,-0.010000
0.006500,0.109100,0.052900
0.012000,0.045400,-0.112300
-0.041600,0.043700,0.107800
-0.098300,0.073900,-0.014700
-0.099500,0.020100,-0.075000
0.063100,-0.111800,0.018100
0.105800,0.018500,0.078000
-0.002400,0.118700,0.061900
-0.059100,0.115300,-0.043200
-0.006400,0.136400,-0.013100
0.127600,0.049300,-0.015400
-0.134700,-0.007300,-0.027600
0.058900,0.089200,-0.086900
0.129300,0.042900,0.035400
0.004600,0.046800,-0.133400
0.048200,-0.064500,-0.116900
-0.014700,-0.057400,-0.133300
-0.084200,-0.116500,0.034600
0.003900,0.149100,0.011200
0.016300,0.152700,0.001000
0.033000,-0.151100,-0.013200
-0.084000,-0.030600,-0.127200
-0.005700,-0.039200,0.151400
-0.070700,0.052500,-0.130600
-0.057100,0.145700,-0.019700
0.016400,-0.082200,0.134400
0.035600,0.085400,-0.130200
0.109500,-0.110000,0.041300
0.149400,-0.005900,-0.059800
0.143100,0.065400,-0.035100
0.003000,-0.082000,0.139100
0.048500,-0.074600,0.135900
0.127600,-0.001700,-0.105500
-0.104100,-0.113800,-0.067400
-0.116900,0.016600,-0.120400
-0.137200,-0.071200,0.068000
-0.052700,0.130800,0.093600
-0.155500,-0.019700,0.065600
0.058700,0.121000,-0.107800
0.145600,0.017600,-0.091400
0.119800,0.094700,0.081000
-0.031000,0.146100,-0.087800
0.068500,-0.001700,-0.161300
-0.011700,0.143100,-0.100700
-0.002200,-0.065600,0.163500
0.165400,0.052500,-0.037800
0.013300,-0.168100,0.058500
0.064200,-0.091800,0.140300
0.150000,-0.082800,-0.055900
0.156300,0.007300,0.091200
0.120100,-0.125300,0.054700
-0.009300,0.009200,-0.182200
