0.000000,0.000000,0.000000
-0.008800,0.018500,0.000300
-0.029100,-0.008300,0.026900
0.022600,-0.010500,0.036000
-0.009900,-0.022600,-0.042900
-0.022400,0.037800,0.026500
0.044100,-0.029500,-0.009800
0.039100,0.012400,-0.040800
-0.050100,-0.000900,-0.034400
-0.028900,0.048200,0.032500
-0.059100,-0.024100,0.016700
-0.062200,0.022000,-0.011200
-0.068300,0.001500,-0.007000
-0.005500,0.010300,-0.069300
0.037500,0.023200,-0.056300
-0.062800,-0.039200,0.010900
-0.014300,-0.048400,0.064000
-0.022600,0.029600,-0.076200
0.027900,0.039700,0.070700
-0.039700,-0.074600,-0.017000
-0.032600,0.027300,-0.078900
0.039400,0.017100,-0.083100
