#OK
#SQL= select p.* from MDR1..FOFParticles f, MDR1..particles p where f.fofParticleId like '85000488661_%' and f.particleId = p.particleId order by f.fofParticleId asc
#MAXROWS UNLIMITED
#QUERYTIMEOUT 2400 sec
#DATE 2013-10-08 16:04:53.836 CEST
#QUERYTIME 127 millisec
#COLUMN 1 name=particleId JDBC_TYPE=-5 JDBC_TYPENAME=bigint
#COLUMN 2 name=snapnum JDBC_TYPE=5 JDBC_TYPENAME=smallint
#COLUMN 3 name=x JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 4 name=y JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 5 name=z JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 6 name=vx JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 7 name=vy JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 8 name=vz JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 9 name=phkey JDBC_TYPE=4 JDBC_TYPENAME=int
particleId,snapnum,x,y,z,vx,vy,vz,phkey
854411384150,85,506.6223,505.0004,512.9965,-552.9542,3.4751,108.1599,752577274
854456472864,85,507.2727,504.8896,512.925,-681.5688,-345.8721,-565.0019,752577273
854456472870,85,507.0035,505.314,513.1741,-609.2592,120.8278,-605.8059,752577273
854456472880,85,507.2338,505.1088,513.1316,-481.4956,33.516,-432.2648,752577273
854456472888,85,506.8818,504.794,512.9612,-425.7037,-77.8354,-99.2967,752577278
854456489249,85,507.0228,505.0328,513.3406,-389.1566,-327.1614,-432.5654,752577273
854456489250,85,507.0276,504.798,513.0636,-478.4678,-239.1483,-502.2646,752577278
854456489251,85,506.7711,504.8627,512.9503,-548.2035,-257.5232,-441.0239,752577277
854456489257,85,507.0844,504.7928,513.0692,-576.6262,-160.7371,-323.1181,752577278
854456489258,85,507.1117,504.9711,512.9847,-766.5992,-175.0921,-630.0352,752577273
854456489259,85,507.0453,505.1575,512.9967,-905.799,-384.4744,-139.3253,752577273
854456489265,85,506.8542,504.912,513.1838,-480.9388,-180.8233,-276.0694,752577273
854456489266,85,507.1431,505.1143,512.9437,-408.4435,-227.8565,-438.9616,752577273
854456489267,85,506.9228,504.9773,513.3084,-348.1456,-266.9256,-484.4951,752577273
854456489268,85,506.8173,505.0523,513.0615,-47.3739,-219.0843,-600.3809,752577274
854456489275,85,506.9489,505.1117,513.2858,-434.9651,-245.1869,-597.2393,752577273
854456489276,85,506.8217,505.3254,512.9112,-739.0948,-297.712,-108.6977,752577274
854457521432,85,507.1447,505.143,513.033,-730.5027,-379.4627,-425.0979,752577273
854457521437,85,507.0118,505.2377,513.1838,-662.5909,208.9406,-545.554,752577273
854457521438,85,506.9113,505.117,512.7967,-650.8534,-422.1507,-56.7225,752577273
854457521439,85,506.891,505.0482,512.9585,-1055.7767,-261.3909,-316.2569,752577273
854457521440,85,507.1516,505.0395,513.1951,-729.4132,-99.4306,-517.6288,752577273
854457521447,85,507.1136,505.0038,513.1348,-365.8593,2.5903,-452.4308,752577273
854457521448,85,506.9366,505.03,512.8771,-738.6759,-207.4473,-569.8858,752577273
854457521455,85,506.925,505.1665,512.8418,-752.4518,-412.8399,-204.5632,752577273
854457521456,85,506.9409,505.1241,513.0986,-306.8806,195.9904,-536.2572,752577273
854457521464,85,506.8406,505.0233,512.9235,-696.4713,-418.352,-236.7468,752577273
854457521472,85,506.9362,505.3177,513.2336,-584.5167,24.0129,-362.6006,752577273
854457537802,85,507.1542,504.9695,513.0179,-184.9199,-136.2789,-495.279,752577273
854457537803,85,507.3679,505.0351,512.846,-450.2815,-112.7165,-444.1376,752577273
854457537809,85,506.9998,504.9567,512.9882,-953.5687,-0.6976,-534.2818,752577273
854457537810,85,506.6539,505.1082,512.8482,-399.9471,-154.1916,-265.0111,752577274
854457537811,85,506.6894,504.9534,513.0132,-749.5832,-274.4518,-409.8783,752577274
854457537817,85,506.9904,505.1413,513.0639,-386.6172,-460.3579,-500.0509,752577273
854457537818,85,506.9679,505.0046,513.028,-649.9792,-201.6629,-415.4703,752577273
854457537819,85,507.0917,505.0262,513.0601,-958.174,-104.9352,-438.9652,752577273
854457537825,85,506.9522,505.0446,513.0309,-975.8107,-616.7119,-338.3509,752577273
854457537826,85,506.8832,505.0184,513.0285,-590.0139,-369.8561,-231.8044,752577273
854457537827,85,506.9276,505.0597,513.0414,-645.7623,351.9573,-338.9994,752577273
854457537828,85,506.8569,505.0819,513.03,-344.6682,-289.526,-488.7671,752577273
854457537833,85,506.9261,505.0901,513.0468,-677.724,-244.6153,-481.7778,752577273
854457537834,85,506.8274,505.142,513.0246,-584.657,-15.1109,-460.4902,752577274
854457537835,85,506.9618,504.9844,513.0433,-540.6412,76.8381,-53.3308,752577273
854457537836,85,506.9666,505.057,513.0475,-855.7061,-208.9342,-114.8229,752577273
854457537841,85,506.9765,504.926,512.8652,-707.847,-287.5525,-250.4227,752577273
854457537842,85,506.9991,505.0781,512.9487,-523.5381,-91.8491,-492.0053,752577273
854457537843,85,506.976,505.0519,512.9434,-757.7858,65.7467,-337.8292,752577273
854457537844,85,506.7638,505.0536,513.0536,-762.1799,-443.8558,-354.4094,752577274
854457537849,85,506.74,505.2904,512.8964,-423.8928,-294.4178,-469.4346,752577274
854457537850,85,506.9746,505.054,513.199,-701.4233,132.8401,-403.4751,752577273
854457537851,85,507.0101,505.0423,513.0132,-387.3521,71.1724,-415.0065,752577273
854457537852,85,507.14,505.1458,513.1169,-588.5778,-104.1887,-322.9249,752577273
854457537853,85,506.8598,505.4185,512.9802,-696.4799,-366.2456,-281.3636,752577273
