#OK
#SQL= select p.* from MDR1..FOFParticles f, MDR1..particles p where f.fofParticleId like '85002137127_%' and f.particleId = p.particleId order by f.fofParticleId asc
#MAXROWS UNLIMITED
#QUERYTIMEOUT 2400 sec
#DATE 2013-10-08 16:38:03.212 CEST
#QUERYTIME 201 millisec
#COLUMN 1 name=particleId JDBC_TYPE=-5 JDBC_TYPENAME=bigint
#COLUMN 2 name=snapnum JDBC_TYPE=5 JDBC_TYPENAME=smallint
#COLUMN 3 name=x JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 4 name=y JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 5 name=z JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 6 name=vx JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 7 name=vy JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 8 name=vz JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 9 name=phkey JDBC_TYPE=4 JDBC_TYPENAME=int
particleId,snapnum,x,y,z,vx,vy,vz,phkey
853950894143,85,452.1547,473.9458,458.5686,800.4673,76.207,-332.6429,86491001
853950910507,85,452.2071,473.9352,458.3975,376.7824,300.4547,-283.4718,86491001
853950910514,85,452.2752,473.9627,458.5369,477.0953,300.5557,-382.9323,86491001
853950910515,85,452.3736,473.8466,458.4738,432.1472,296.0214,-418.5418,86491001
853950910522,85,452.1296,473.8927,458.5547,499.5424,183.313,-165.3377,86491002
853950910523,85,452.4775,473.9223,458.547,740.8883,306.8113,-359.2589,86491001
853989691423,85,452.1412,473.9973,458.4979,526.8662,302.4446,-222.1432,86491002
853989691424,85,452.1898,473.8768,458.3724,706.7217,486.5951,-302.5362,86491001
853989691431,85,452.0831,473.8503,458.423,695.7258,242.8286,-240.6808,86491002
853989691440,85,452.3174,473.9486,458.5229,780.6712,211.3293,-291.6756,86491001
853989691446,85,452.3597,473.9095,458.4991,438.8516,351.6964,-415.4876,86491001
853989691447,85,452.1247,473.9639,458.459,400.3652,200.3649,-424.3609,86491002
853989691448,85,452.2408,473.9311,458.4918,876.4763,321.2984,-104.4468,86491001
853989691455,85,452.023,473.8722,458.5508,720.7966,220.5915,-277.1207,86491002
853989691456,85,452.2689,473.9528,458.3721,598.9918,325.4947,-307.4181,86491001
853989691463,85,452.0837,473.7353,458.3399,747.1636,225.9957,-379.6028,86491002
853989691464,85,452.2578,473.9697,458.6154,522.6951,160.6141,-249.7245,86491001
853989707801,85,452.2689,473.9602,458.4924,481.2973,71.3041,-82.3948,86491001
853989707810,85,452.1133,473.8096,458.4558,770.9963,306.0652,-236.7998,86491002
853989707812,85,452.3126,473.9939,458.5831,600.927,219.6167,-474.6655,86491001
853989707817,85,452.158,473.9022,458.5031,496.0951,149.2825,-257.3507,86491001
853989707818,85,452.2436,473.9023,458.5004,658.1922,412.6174,-407.1605,86491001
853989707819,85,452.1747,473.8961,458.485,649.1293,329.2053,-309.4176,86491001
853989707820,85,452.205,473.9079,458.4893,710.858,222.6388,-360.7656,86491001
853989707821,85,451.9793,473.8788,458.4203,722.0969,311.3235,-285.2468,86491002
853989707825,85,452.3201,473.9223,458.5465,635.2701,177.4807,-211.7238,86491001
853989707826,85,452.2649,473.9486,458.513,538.4786,218.9868,-392.4558,86491001
853989707827,85,452.2507,473.8755,458.5224,534.3421,283.2106,-303.2708,86491001
853989707828,85,452.2164,473.9138,458.4893,626.8318,322.8185,-350.5313,86491001
853989707833,85,452.2789,473.8805,458.4861,756.6898,179.5456,-322.9996,86491001
853989707834,85,452.185,473.9285,458.4693,507.3035,441.6578,-363.8644,86491001
853989707835,85,452.2324,473.9084,458.4716,684.8558,423.5512,-348.0936,86491001
853989707841,85,452.2593,473.9279,458.4194,814.1044,370.1786,-304.7386,86491001
853989707842,85,452.3165,473.9787,458.3057,691.6823,285.5986,-136.7284,86491001
853989707843,85,452.2076,473.9109,458.4749,796.0265,253.518,-630.9642,86491001
853989707844,85,452.234,473.9391,458.251,536.326,236.4896,-118.0393,86491001
853990739992,85,452.4162,474.0849,458.3823,682.3581,163.8366,-166.9948,86491001
853990740000,85,452.2115,473.9684,458.5227,720.114,261.708,-345.6823,86491001
853990740007,85,452.1854,473.9276,458.4239,290.8617,358.7858,-284.086,86491001
853990740008,85,452.1178,473.9212,458.4473,542.4924,261.4103,-394.5551,86491002
853990740015,85,452.2358,473.9702,458.537,687.2905,130.4602,-129.6932,86491001
853990740016,85,452.2364,473.9065,458.4253,600.746,430.5656,-73.9558,86491001
853990740023,85,452.3269,473.9199,458.3808,766.3473,256.127,-302.1675,86491001
853990740024,85,452.2029,473.9097,458.4642,652.8201,172.3214,-119.6109,86491001
853990740031,85,452.2521,473.9638,458.4878,541.8278,428.3446,-269.6519,86491001
853990740032,85,452.1992,473.9361,458.4537,785.6131,178.1931,-371.977,86491001
853990740040,85,452.2215,473.8668,458.6022,598.3174,161.461,-400.2074,86491001
853990756377,85,452.3261,473.9646,458.4998,556.3555,396.9587,-225.1311,86491001
853990756378,85,452.1914,473.8884,458.4753,388.158,404.7993,-392.656,86491001
853990756379,85,452.2231,473.8602,458.4179,588.8282,32.3067,-335.2278,86491001
853990756385,85,452.221,473.9066,458.502,727.6373,233.0991,-435.3752,86491001
853990756386,85,452.2474,473.906,458.4827,547.488,232.6583,-416.5461,86491001
853990756387,85,452.2349,473.9613,458.3507,534.7025,130.1677,-211.9747,86491001
853990756388,85,452.2138,473.837,458.4446,582.8886,29.343,-325.2532,86491001
853990756389,85,452.3166,473.8972,458.5678,536.8737,308.9086,-53.9059,86491001
853990756393,85,452.1725,473.8672,458.5156,708.2167,185.321,-232.2841,86491001
853990756394,85,452.2122,473.9048,458.4686,664.4885,286.2653,-269.0831,86491001
853990756395,85,452.2501,473.8967,458.498,599.1746,306.3928,-387.6617,86491001
853990756396,85,452.1796,473.8895,458.475,528.9935,341.492,-257.6271,86491001
853990756397,85,452.2214,473.9384,458.4695,359.9502,389.0298,-402.0795,86491001
853990756401,85,452.1449,473.9863,458.4482,664.8117,329.2048,-330.4228,86491002
853990756402,85,452.2133,473.9274,458.5047,652.7679,160.9408,-405.7778,86491001
853990756403,85,452.1977,473.9075,458.4777,648.1192,383.2774,-421.7782,86491001
853990756404,85,452.2214,473.9113,458.4807,697.5427,470.1567,-278.4065,86491001
853990756405,85,452.2686,473.8705,458.5452,627.9299,325.4919,-353.1437,86491001
853990756406,85,452.353,474.103,458.4616,634.5331,205.1716,-379.5795,86491001
853990756409,85,452.3044,473.9503,458.4256,669.2865,268.1386,-392.5175,86491001
853990756410,85,452.1966,473.9179,458.485,571.6431,268.2605,-501.5497,86491001
853990756411,85,452.2427,473.8831,458.5289,775.6833,377.4776,-391.8357,86491001
853990756412,85,452.2994,473.8996,458.5084,558.0037,346.1563,-433.8219,86491001
853990756413,85,452.1706,474.0262,458.442,717.7254,285.3575,-345.9415,86491001
853990756419,85,452.222,473.8979,458.4658,845.8122,248.1111,-362.1577,86491001
