#OK
#SQL= select p.* from MDR1..FOFParticles f, MDR1..particles p where f.fofParticleId like '85002528843_%' and f.particleId = p.particleId order by f.fofParticleId asc
#MAXROWS UNLIMITED
#QUERYTIMEOUT 2400 sec
#DATE 2013-10-08 16:43:35.296 CEST
#QUERYTIME 58 millisec
#COLUMN 1 name=particleId JDBC_TYPE=-5 JDBC_TYPENAME=bigint
#COLUMN 2 name=snapnum JDBC_TYPE=5 JDBC_TYPENAME=smallint
#COLUMN 3 name=x JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 4 name=y JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 5 name=z JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 6 name=vx JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 7 name=vy JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 8 name=vz JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 9 name=phkey JDBC_TYPE=4 JDBC_TYPENAME=int
particleId,snapnum,x,y,z,vx,vy,vz,phkey
854261567516,85,451.5891,535.901,496.2393,893.1591,-12.5474,-287.0003,215511530
854261567523,85,451.4247,535.9683,496.0098,661.4412,-33.3573,-28.7119,215511319
854261567524,85,451.4465,535.9605,496.0575,964.1065,-45.9255,73.3933,215511319
854261567525,85,451.4936,535.8914,496.1514,946.3215,12.1172,-272.581,215511530
854261567530,85,451.4089,535.7693,496.1712,927.8416,82.3331,-209.1082,215511530
854261567531,85,451.6041,535.9003,496.2239,752.7233,76.9147,-16.3261,215511530
854261567532,85,451.5057,535.8928,496.187,598.5429,-150.9365,79.7424,215511530
854261567540,85,451.4988,535.8881,496.2061,727.3373,-168.8067,140.334,215511530
854262616092,85,451.7353,535.9156,496.1402,718.5541,-124.0312,-208.0146,215511530
854262616099,85,451.4356,535.925,495.9975,668.3383,-19.2921,-42.3763,215511319
854262616100,85,451.3851,535.9771,496.0068,924.2573,-58.2191,51.535,215511319
854262616101,85,451.5201,535.9698,496.0091,757.4472,69.8058,100.4379,215511319
854262616106,85,451.5061,536.0728,496.0946,733.3859,120.5527,-72.4097,215511530
854262616108,85,451.5675,535.9262,496.1462,686.9503,-193.2376,130.4676,215511530
854262616116,85,451.4832,535.9089,496.3014,686.5295,56.8252,35.0637,215511530
854262616117,85,451.5578,536.0056,496.0343,897.075,-19.8952,69.5756,215511319
854262616124,85,451.596,535.9306,496.0986,717.2488,-136.1676,117.6639,215511530
854263664668,85,451.341,536.0776,496.2734,831.2773,41.4528,27.2807,215511530
854263664675,85,451.5554,536.096,496.149,693.2641,99.7016,-0.3133,215511530
854263664676,85,451.4391,535.9978,496.3217,652.4061,7.8126,-164.9125,215511530
854263664677,85,451.4981,535.9267,496.1841,865.8329,-107.4752,249.8104,215511530
854263664684,85,451.4231,535.9366,496.3538,603.7939,32.2637,-127.7911,215511530
854263664693,85,451.5143,535.9637,495.9468,910.9413,8.672,22.3947,215511319
854264713236,85,451.7195,535.9653,496.1857,629.0436,-1.9156,-179.8499,215511530
854264713244,85,451.4491,535.9584,496.2018,1052.2025,-171.593,-127.2755,215511530
854264713250,85,451.574,536.0357,496.1897,652.3182,113.9549,-210.1189,215511530
854264713252,85,451.5223,535.9037,496.1299,770.6867,-192.3573,27.8268,215511530
854264713253,85,451.6255,535.8094,496.132,831.7353,-70.7812,-57.5994,215511530
854264713260,85,451.6561,535.7729,496.3125,666.3306,-0.632,-51.5258,215511530
854264713261,85,451.5642,535.9512,496.0665,877.3907,-234.3828,-64.0008,215511319
854264713269,85,451.4533,535.9054,496.1877,676.4931,-217.7579,49.2342,215511530
854303510549,85,451.6863,535.934,496.1985,623.4965,13.0522,-214.2366,215511530
854303510556,85,451.4475,535.9832,496.095,646.4163,-22.2794,-289.7174,215511530
854303510557,85,451.5012,535.9094,496.0477,933.8237,-112.7043,25.4242,215511319
854303510564,85,451.5071,535.9142,496.0895,865.5993,-251.8076,75.6734,215511319
854303510565,85,451.5005,535.9064,496.0375,938.2016,-125.3284,7.5156,215511319
854303510571,85,451.6027,535.7999,496.2919,650.9675,61.3086,-216.6381,215511530
854303510572,85,451.5135,535.9325,496.1471,565.7387,21.0039,-54.4457,215511530
854303510573,85,451.3979,535.9709,496.1694,854.017,-54.0824,-44.5939,215511530
854303510581,85,451.4503,535.905,496.2775,760.5689,150.5439,-142.2915,215511530
854304559125,85,451.5088,535.9123,496.0714,683.992,-68.8783,-58.4998,215511319
854304559126,85,451.5439,535.8998,496.17,910.2253,94.0722,-89.0763,215511530
854304559133,85,451.576,535.9035,496.135,777.4062,-5.8052,51.8948,215511530
854304559134,85,451.5162,535.8725,496.1414,767.8138,-150.0271,16.2578,215511530
854304559140,85,451.5042,536.1394,496.0601,718.0884,-66.2937,-146.6526,215511316
854304559141,85,451.5255,535.9116,496.1399,802.9515,-130.0951,62.4848,215511530
854304559142,85,451.5626,535.9212,496.1045,771.5993,-69.5309,128.3449,215511530
854304559148,85,451.5088,536.0091,496.0273,640.7965,-144.1915,-71.7934,215511319
854304559149,85,451.5207,535.9102,496.163,888.3881,-82.5908,69.734,215511530
854305607701,85,451.5073,535.9266,496.0737,673.1584,-95.8319,-62.8552,215511319
854305607702,85,451.5308,535.9357,496.1407,1016.4385,-110.1908,48.8713,215511530
854305607703,85,451.4455,535.9818,496.2533,628.6757,-276.8772,-117.6405,215511530
854305607709,85,451.5502,535.9156,496.1367,810.7458,-26.9959,104.4909,215511530
854305607710,85,451.5228,535.8767,496.1289,766.8029,-201.8363,85.5817,215511530
854305607716,85,451.4655,535.923,496.0544,685.0889,-204.9345,-10.0676,215511319
854305607717,85,451.554,535.9005,496.1418,858.6959,-142.3609,69.9258,215511530
854305607718,85,451.5237,535.8732,496.1351,811.4189,-119.1972,58.9365,215511530
854305607724,85,451.4701,535.9213,496.0389,769.4326,-209.1248,-34.6858,215511319
854305607725,85,451.568,535.9026,496.127,869.2761,-104.6016,49.1788,215511530
854305607726,85,451.5397,535.8747,496.1526,901.2721,-95.5527,54.146,215511530
854305607730,85,451.4327,536.0902,496.2563,856.5071,48.9589,-216.61,215511530
854305607731,85,451.364,535.9017,496.3338,827.0686,96.6526,-213.1611,215511530
854305607732,85,451.5662,535.9351,496.1607,873.5745,-127.8464,92.9786,215511530
854306656256,85,451.3655,536.0112,496.1582,1045.2655,-106.912,-112.0796,215511530
854306656285,85,451.5125,535.9387,496.0021,881.0209,-144.5765,71.3547,215511319
854306656293,85,451.554,535.8952,496.1768,749.6439,-8.9128,119.6467,215511530
854306656301,85,451.5563,535.8799,496.0948,875.4531,-149.9284,34.3226,215511530
854306656302,85,451.5732,535.8601,496.1273,779.2038,-36.0802,99.0162,215511530
854306656308,85,451.5443,535.8475,496.1359,773.2767,-90.9336,-31.4487,215511530
854306656309,85,451.5623,535.913,496.1733,959.6725,-16.7301,-27.0187,215511530
854306656319,85,451.3535,536.0569,496.279,692.0169,-184.6105,-49.1372,215511530
854307704860,85,451.4547,536.153,496.294,708.4943,42.6019,-182.0226,215511531
854307704862,85,451.4911,535.9527,496.2209,691.886,-98.088,-48.8398,215511530
854307704863,85,451.4523,536.0189,496.111,821.6645,-111.126,-20.811,215511530
854307704870,85,451.4315,535.9273,496.2156,568.5298,16.6505,3.9829,215511530
